sdt_filename,fit_set_key,fit_folder,n_components,params_available
15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
18_urea_740nm_3040mW_u1_poc0_20x0p75NA_370s10_g70_z1_256pix_basicFLIM_45f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::18_urea_740nm_3040mW_u1_poc0_20x0p75NA_370s10_g70_z1_256pix_basicFLIM_45f_0000,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
18_urea_740nm_3040mW_u1_poc0_20x0p75NA_370s10_g70_z1_256pix_basicFLIM_45f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::18_urea_740nm_3040mW_u1_poc0_20x0p75NA_370s10_g70_z1_256pix_basicFLIM_45f_0000,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
19_chromablue_740nm_3040mW_u1_poc0_20x0p75NA_457s50_g70_z0p5_256pix_basicFLIM_45f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::19_chromablue_740nm_3040mW_u1_poc0_20x0p75NA_457s50_g70_z0p5_256pix_basicFLIM_45f_0000,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
19_chromablue_740nm_3040mW_u1_poc0_20x0p75NA_457s50_g70_z0p5_256pix_basicFLIM_45f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::19_chromablue_740nm_3040mW_u1_poc0_20x0p75NA_457s50_g70_z0p5_256pix_basicFLIM_45f_0000,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
19_chromablue_740nm_3040mW_u1_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_45f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::19_chromablue_740nm_3040mW_u1_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_45f_0000,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
19_chromablue_740nm_3040mW_u1_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_45f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::19_chromablue_740nm_3040mW_u1_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_45f_0000,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
20_pollen_890nm_2879mW_u1_poc0p2_10x0p5NA_457s50_g70_z1_256pix_basicFLIM_30f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sf-c2-b10::20_pollen_890nm_2879mW_u1_poc0p2_10x0p5NA_457s50_g70_z1_256pix_basicFLIM_30f_0000,batch2\fitet-sf-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
20_pollen_890nm_2879mW_u1_poc0p2_10x0p5NA_457s50_g70_z1_256pix_basicFLIM_30f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::20_pollen_890nm_2879mW_u1_poc0p2_10x0p5NA_457s50_g70_z1_256pix_basicFLIM_30f_0000,batch2\fitet-sz-c2-b10,2,"a1, a2, chi2, photons, tau1, tau2"
0_pollen_890nm_2878mW_u1_poc0p2_10x0p5NA_457s50_g70_z1_256pix_basicFLIM_45f_0000.sdt,20260508_KPC_live_on_SLIM::fitet-sz-c1-b5::0_pollen_890nm_2878mW_u1_poc0p2_10x0p5NA_457s50_g70_z1_256pix_basicFLIM_45f_0000,fitet-sz-c1-b5,1,"a1, chi2, photons, tau1"
1_chromablue_740nm_3030mW_u80_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_45f_0000.sdt,20260508_KPC_live_on_SLIM::fitet-sz-c1-b5::1_chromablue_740nm_3030mW_u80_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_45f_0000,fitet-sz-c1-b5,1,"a1, chi2, photons, tau1"
