filename,fixation_type,chi2_mean,chi2_median,frac_hi,fit_set_key,has_shift_export,shift_nonzero_px,shift_max_abs_ps,shift_mean_ps,shift_std_ps,tau1_n_valid,tau1_frac_lt_thresh,tau1_median_ps,tau1_min_photons
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,live,1.4739795269622804,1.41396,0.06268310546875,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0014,True,0,0.0,0.0,0.0,26589,0.4730527661815036,201.594,200.0
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,live,1.4136797435455322,1.362435,0.0261383056640625,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0015,True,0,0.0,0.0,0.0,4751,0.703009892654178,180.586,200.0
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,live,1.3375859176483156,1.3082,0.0138702392578125,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,True,0,0.0,0.0,0.0,43360,0.03523985239852399,266.452,200.0
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,live,1.3744723003845216,1.34818,0.013031005859375,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,True,0,0.0,0.0,0.0,39301,0.042059998473321286,268.116,200.0
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,live,1.2888058498077393,1.24816,0.0197906494140625,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,True,0,0.0,0.0,0.0,29210,0.057274905854159536,269.963,200.0
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,live,1.578798619277954,1.49356,0.068084716796875,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003,True,0,0.0,0.0,0.0,62189,0.07966039010114329,266.485,200.0
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,live,1.370567186981201,1.34317,0.01287841796875,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004,True,0,0.0,0.0,0.0,41606,0.02379464500312455,269.729,200.0
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,live,1.4810004935455323,1.4442249999999999,0.0217132568359375,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005,True,0,0.0,0.0,0.0,63313,0.018495411684804067,276.181,200.0
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,live,1.5663762672424317,1.483775,0.052032470703125,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006,True,0,0.0,0.0,0.0,61925,0.05254743641501817,272.564,200.0
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,live,1.4627737677612305,1.41208,0.0302276611328125,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007,True,0,0.0,0.0,0.0,53914,0.036688058760247805,264.08050000000003,200.0
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,live,1.0895108207397461,1.082365,0.0,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008,True,0,0.0,0.0,0.0,0,,,200.0
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,live,1.5095193728027345,1.41934,0.058807373046875,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009,True,0,0.0,0.0,0.0,48139,0.13662518955524627,262.403,200.0
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,live,1.280517136993408,1.249195,0.0176849365234375,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010,True,0,0.0,0.0,0.0,27971,0.05137463801794716,270.854,200.0
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,live,1.5606186092529297,1.501175,0.0635528564453125,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011,True,0,0.0,0.0,0.0,57136,0.06297255670680482,281.2095,200.0
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,live,1.5460688215637206,1.4800550000000001,0.088470458984375,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012,True,0,0.0,0.0,0.0,40446,0.07555753350145873,272.336,200.0
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,live,1.4821334746093748,1.399365,0.0523681640625,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013,True,0,0.0,0.0,0.0,37402,0.05168172824982621,272.8345,200.0
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,live,1.2348172155456543,1.2062300000000001,0.008544921875,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014,True,0,0.0,0.0,0.0,22199,0.046984098382810036,274.435,200.0
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,live,1.4460939014587404,1.36455,0.0457000732421875,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015,True,0,0.0,0.0,0.0,43309,0.1201366921425108,262.256,200.0
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,form,1.3872136655731202,1.37797,0.0029144287109375,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,form,1.1860206689605712,1.17127,0.0003814697265625,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,form,1.2440028774414063,1.22864,0.000213623046875,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,form,1.400504122817993,1.39165,0.0099639892578125,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,form,1.202630857208252,1.19308,3.0517578125e-05,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,form,1.280795223754883,1.26541,0.00299072265625,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,form,1.1666355799102786,1.15307,0.0013275146484375,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,form,1.1218624637451171,1.11412,3.0517578125e-05,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,form,1.139155769226074,1.13416,0.0,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,form,1.3672430226135253,1.363195,0.00152587890625,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,form,1.2070198797454834,1.1957,0.0001983642578125,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,form,1.2537706696014403,1.241365,0.0005340576171875,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,form,1.2215471907348632,1.21697,0.0019073486328125,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,form,1.2291127082214355,1.22254,0.001556396484375,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,form,1.190558500717163,1.174165,0.0045318603515625,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,form,1.2945673223876955,1.305365,0.0011444091796875,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0016.sdt,form,1.1299469884490967,1.121975,0.0002593994140625,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0016,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,form,1.3752153846588135,1.362255,0.00274658203125,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,form,1.209005101699829,1.1957,0.0010528564453125,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,form,1.258748976928711,1.24335,0.000396728515625,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,form,1.4006083766632078,1.38177,0.017059326171875,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,form,1.225569244857788,1.21428,0.0002288818359375,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,form,1.2993657816314697,1.28641,0.0020294189453125,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,form,1.1866707261047362,1.17399,0.000457763671875,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0006,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,form,1.1381786517181396,1.1284,0.0031280517578125,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0007,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,form,1.1794790148925782,1.16914,0.00213623046875,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0008,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,form,1.4216606989898681,1.418865,0.003448486328125,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0009,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,form,1.2327072481384278,1.224855,0.0002288818359375,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0010,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,form,1.2779249132537842,1.26823,0.000946044921875,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0011,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,form,1.237445071395874,1.233,0.0024566650390625,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0012,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,form,1.2820815926208495,1.2803149999999999,0.0020599365234375,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0013,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,form,1.2021928108520508,1.19066,0.0036773681640625,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0014,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,form,1.3306029434051512,1.3274,0.008392333984375,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0015,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0016.sdt,form,1.1445250043945312,1.140735,7.62939453125e-05,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0016,True,0,0.0,0.0,0.0,0,,,200.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,form,3.189139756622314,3.19577,0.9728546142578125,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000,True,0,0.0,0.0,0.0,65135,1.0,137.851,200.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,form,1.9458027250671388,1.92322,0.4184112548828125,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001,True,0,0.0,0.0,0.0,6796,1.0,141.00549999999998,200.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,form,2.480320413360596,2.41105,0.8086700439453125,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002,True,0,0.0,0.0,0.0,38290,1.0,141.166,200.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,form,3.162094078674316,3.124025,0.9069061279296875,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003,True,0,0.0,0.0,0.0,53712,1.0,143.4195,200.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,form,2.1608959243621824,2.155495,0.5975341796875,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004,True,0,0.0,0.0,0.0,27628,1.0,146.2175,200.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,form,2.5718642967224117,2.4896450000000003,0.8343353271484375,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005,True,0,0.0,0.0,0.0,52423,1.0,139.154,200.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,form,1.8860470450134277,1.78251,0.255889892578125,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0006,True,0,0.0,0.0,0.0,9909,1.0,144.446,200.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,form,1.6681693876037598,1.635095,0.086944580078125,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0007,True,0,0.0,0.0,0.0,279,1.0,85.3281,200.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,form,3.0321381716918943,3.06092,0.8923187255859375,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0008,True,0,0.0,0.0,0.0,53364,1.0,147.152,200.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,form,1.9240712571258545,1.886385,0.423431396484375,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0009,True,0,0.0,0.0,0.0,15916,1.0,141.63850000000002,200.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,form,,,,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0010,True,0,0.0,0.0,0.0,0,,,200.0
