filename,fixation_type,chi2_mean,chi2_median,frac_hi,fit_set_key,has_shift_export,shift_nonzero_px,shift_max_abs_ps,shift_mean_ps,shift_std_ps,tau1_n_valid,tau1_frac_lt_thresh,tau1_median_ps,tau1_min_photons
3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p15_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_90f_0000.sdt,glu,5.390315735594617,5.57995,0.9646604254799248,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p15_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_90f_0000,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,0,,,100.0
3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,glu,15.360588477020265,15.88405,0.999542236328125,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,33495,2.9855202268995374e-05,510.871,100.0
3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,glu,19.906968911437986,20.453400000000002,0.9999847412109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,57311,1.744865732581878e-05,513.662,100.0
3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,glu,19.872812616271972,20.848550000000003,0.9999847412109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,50865,1.965988400668436e-05,506.193,100.0
3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,glu,13.01374726776123,12.78435,0.9999847412109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,16894,0.0,501.1545,100.0
3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,glu,22.174734709014892,23.025100000000002,0.9999847412109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,59961,1.667750704624673e-05,502.546,100.0
3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,glu,8.188463263244628,6.11428,0.9997711181640625,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,9258,0.0,508.65999999999997,100.0
3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,glu,9.454471743164063,8.166409999999999,0.997406005859375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,8272,0.00012088974854932302,521.6955,100.0
3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,glu,8.939020569763183,8.38796,0.9983062744140625,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,2872,0.0,513.962,100.0
3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,glu,17.062014630279542,17.854349999999997,0.9999847412109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,50489,1.980629444037315e-05,518.615,100.0
3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,glu,15.301068983306884,15.62035,0.998199462890625,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,33952,2.945334590009425e-05,505.612,100.0
3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,glu,11.769111884918214,11.82125,0.9969024658203125,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,42096,2.3755226149752945e-05,683.422,100.0
3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,glu,17.388315810546874,17.885550000000002,0.9999847412109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,61540,1.6249593760155995e-05,711.737,100.0
3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,glu,17.23998549468994,18.07765,0.9999847412109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,56207,1.7791378298076752e-05,697.697,100.0
3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,glu,11.001265804595947,10.5446,0.9999847412109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,36040,2.774694783573807e-05,688.159,100.0
3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,glu,20.19543809829712,21.1034,0.9999847412109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,63305,1.5796540557617883e-05,704.709,100.0
3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,glu,6.763667549743651,4.81677,0.9958343505859375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,12864,0.0,704.328,100.0
3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,glu,7.593550691070557,6.344705,0.988128662109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0006,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,20176,4.956383822363204e-05,710.177,100.0
3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,glu,6.964131353149414,6.41962,0.989471435546875,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0007,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,16753,0.0,705.536,100.0
3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,glu,15.494647410949707,16.3717,0.9999847412109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0008,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,58061,1.722326518661408e-05,708.83,100.0
3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,glu,13.069148588714599,13.26715,0.993255615234375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::3_KPCWT0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0009,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,50121,1.995171684523453e-05,694.238,100.0
4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0000.sdt,glu,8.378135422973633,8.21051,0.9999847412109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0000,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,6491,0.0,662.835,100.0
4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0001.sdt,glu,8.160256801147462,8.223035,0.9999847412109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0001,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,788,0.0,650.446,100.0
4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0002.sdt,glu,6.3397620744323735,6.10135,0.9999237060546875,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0002,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,125,0.0,669.163,100.0
4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0003.sdt,glu,7.064269898620605,6.963744999999999,0.9999847412109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0003,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,0,,,100.0
4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0004.sdt,glu,6.288415251922608,6.29085,0.9999847412109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0004,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,0,,,100.0
4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0005.sdt,glu,4.981477899633474,3.37559,0.8577569965402665,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0005,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,4972,0.0,663.5699999999999,100.0
4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0006.sdt,glu,8.654086464233398,8.785340000000001,0.9998779296875,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0006,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,4060,0.0,650.27,100.0
4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0007.sdt,glu,6.7674941972351075,6.470295,0.9999847412109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0007,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,0,,,100.0
4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0008.sdt,glu,6.507727140045166,6.053515,0.9999847412109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0008,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,0,,,100.0
4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0009.sdt,glu,8.130060229660033,8.107755000000001,0.9999847412109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_60f_0009,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,17,0.0,662.714,100.0
4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0000.sdt,glu,6.305583443145752,6.129485,0.9999847412109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0000,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,0,,,100.0
4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0001.sdt,glu,6.070530541915893,6.00948,0.9998931884765625,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0001,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,0,,,100.0
4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0002.sdt,glu,5.002884678497315,4.82147,0.9976959228515625,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0002,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,0,,,100.0
4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0003.sdt,glu,5.773744446411133,5.696675,0.99981689453125,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0003,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,0,,,100.0
4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0004.sdt,glu,5.197804442138672,5.1840399999999995,0.9999847412109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0004,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,0,,,100.0
4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0005.sdt,glu,4.178591820438561,3.09229,0.789684181492208,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0005,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,1252,0.0,664.579,100.0
4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0006.sdt,glu,6.734687458740234,6.855295,0.9992218017578125,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0006,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,0,,,100.0
4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0007.sdt,glu,5.322610336135864,5.131105,0.9999847412109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0007,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,0,,,100.0
4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0008.sdt,glu,5.104660427383423,4.79448,0.99981689453125,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0008,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,0,,,100.0
4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0009.sdt,glu,6.412157217254638,6.38615,0.9999847412109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::4_BKO0430glu10min_740nm_3024mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_40f_0009,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,0,,,100.0
4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0000.sdt,glu,10.796660029907226,10.372,0.9999847412109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0000,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,12529,0.0,487.176,100.0
4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0001.sdt,glu,10.273863180999756,9.84709,0.9999847412109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0001,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,5504,0.0,483.8085,100.0
4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0002.sdt,glu,8.063418399673463,7.714085000000001,0.9999847412109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0002,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,51,0.0,483.316,100.0
4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0003.sdt,glu,9.788860449829102,9.538910000000001,0.9999847412109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0003,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,687,0.0,510.815,100.0
4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0004.sdt,glu,8.68037042175293,8.66759,0.9999847412109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0004,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,0,,,100.0
4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0005.sdt,glu,6.377181295798038,3.79441,0.9124213704604546,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0005,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,7347,0.0,527.592,100.0
4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0006.sdt,glu,11.623341656036377,11.9901,0.9999847412109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0006,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,8537,0.0,494.078,100.0
4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0007.sdt,glu,8.640478337402342,8.32042,0.9999847412109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0007,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,0,,,100.0
4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0008.sdt,glu,8.126615004730226,7.40865,0.9999847412109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0008,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,4,0.0,479.7985,100.0
4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0009.sdt,glu,11.022372607223511,10.9319,0.9999847412109375,20260501_KPC_fixed_dishes_on_SLIM::batch1\fitet-sz-1component-b5::4_BKO0430glu10min_740nm_3038mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_100f_0009,True,1,0.59961,-9.149322509765625e-06,0.0023422086926613048,2704,0.0003698224852071006,486.9315,100.0
13_KPC_live_posn1_740nm_3040mW_u1_poc0p2_20x0p75NA_4570s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,live,1.066365758544922,1.0493,0.000274658203125,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::13_KPC_live_posn1_740nm_3040mW_u1_poc0p2_20x0p75NA_4570s50_g70_z1_256pix_basicFLIM_120f_0000,True,0,0.0,0.0,0.0,0,,,200.0
13_KPC_live_posn1_740nm_3040mW_u1_poc0p2_20x0p75NA_4570s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,live,1.0942267157440186,1.08192,0.0001983642578125,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::13_KPC_live_posn1_740nm_3040mW_u1_poc0p2_20x0p75NA_4570s50_g70_z1_256pix_basicFLIM_120f_0001,True,0,0.0,0.0,0.0,0,,,200.0
13_KPC_live_posn1_740nm_3040mW_u1_poc0p2_20x0p75NA_4570s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,live,1.1033677997436522,1.085375,0.0013580322265625,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::13_KPC_live_posn1_740nm_3040mW_u1_poc0p2_20x0p75NA_4570s50_g70_z1_256pix_basicFLIM_120f_0002,True,0,0.0,0.0,0.0,0,,,200.0
13_KPC_live_posn1_740nm_3040mW_u1_poc0p2_20x0p75NA_4570s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,live,1.0998818327789306,1.083155,0.0006866455078125,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::13_KPC_live_posn1_740nm_3040mW_u1_poc0p2_20x0p75NA_4570s50_g70_z1_256pix_basicFLIM_120f_0003,True,0,0.0,0.0,0.0,0,,,200.0
13_KPC_live_posn1b_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,live,1.0562229074401857,1.04194,0.000396728515625,20260501_KPC_fixed_dishes_on_SLIM::batch2\fitet-sz-c2-b10::13_KPC_live_posn1b_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000,True,0,0.0,0.0,0.0,0,,,200.0
