filename,session,G_urea_interp,S_urea_interp,dist_from_10,urea_phase_add,urea_mod_scale
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260521_KPC_live_SLIM,0.99995,0.00989,0.00989,-0.009887,0.999997
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260521_KPC_live_SLIM,0.99997,0.00993,0.00993,-0.00993,0.999978
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260521_KPC_live_SLIM,0.99999,0.00997,0.00997,-0.009973,0.999959
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260521_KPC_live_SLIM,1.00001,0.01002,0.01002,-0.010015,0.999941
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260521_KPC_live_SLIM,1.00003,0.01006,0.01006,-0.010058,0.999922
3_BKOCO2live_740nm_3085mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260521_KPC_live_SLIM,1.00006,0.01014,0.01014,-0.010134,0.999889
3_BKOCO2live_740nm_3085mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260521_KPC_live_SLIM,1.00011,0.01026,0.01026,-0.010259,0.999834
3_BKOCO2live_740nm_3085mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260521_KPC_live_SLIM,1.00015,0.01034,0.01034,-0.010341,0.999798
3_BKOCO2live_740nm_3085mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260521_KPC_live_SLIM,1.00018,0.01041,0.01041,-0.01041,0.999767
3_BKOCO2live_740nm_3085mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260521_KPC_live_SLIM,1.00023,0.01053,0.01054,-0.01053,0.999715
3_BKOCO2live_740nm_3085mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260521_KPC_live_SLIM,1.00025,0.01058,0.01058,-0.010573,0.999696
3_BKOCO2live_740nm_3085mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260521_KPC_live_SLIM,1.00027,0.01062,0.01062,-0.010616,0.999677
3_BKOCO2live_740nm_3085mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260521_KPC_live_SLIM,1.0003,0.01069,0.0107,-0.010689,0.999645
3_BKOCO2live_740nm_3085mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260521_KPC_live_SLIM,1.00032,0.01075,0.01076,-0.01075,0.999618
3_BKOCO2live_740nm_3085mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260521_KPC_live_SLIM,1.00034,0.0108,0.0108,-0.010792,0.999599
3_BKOCO2live_740nm_3085mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260521_KPC_live_SLIM,1.00037,0.01087,0.01088,-0.010867,0.999567
3_BKOCO2live_740nm_3085mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260521_KPC_live_SLIM,1.00039,0.01091,0.01092,-0.01091,0.999548
3_BKOCO2live_740nm_3085mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260521_KPC_live_SLIM,1.00042,0.01098,0.01099,-0.010973,0.99952
3_BKOCO2live_740nm_3085mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260521_KPC_live_SLIM,1.00045,0.01106,0.01107,-0.011051,0.999486
3_BKOCO2live_740nm_3085mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260521_KPC_live_SLIM,1.00048,0.01111,0.01112,-0.011106,0.999461
3_BKOCO2live_740nm_3085mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260521_KPC_live_SLIM,1.00053,0.01124,0.01125,-0.011231,0.999406
3_BKOCO2live_740nm_3085mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260521_KPC_live_SLIM,1.00058,0.01136,0.01138,-0.011353,0.999353
3_BKOCO2live_740nm_3085mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260521_KPC_live_SLIM,1.0006,0.0114,0.01142,-0.011395,0.999334
3_BKOCO2live_740nm_3085mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260521_KPC_live_SLIM,1.00062,0.01145,0.01146,-0.011438,0.999315
3_BKOCO2live_740nm_3085mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260521_KPC_live_SLIM,1.00064,0.01149,0.01151,-0.01148,0.999296
3_BKOCO2live_740nm_3085mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260521_KPC_live_SLIM,1.00066,0.01153,0.01155,-0.011523,0.999278
3_BKOCO2live_740nm_3085mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260521_KPC_live_SLIM,1.00067,0.01157,0.01159,-0.011566,0.999259
3_BKOCO2live_740nm_3085mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260521_KPC_live_SLIM,1.00069,0.01162,0.01164,-0.011609,0.99924
3_BKOCO2live_740nm_3085mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260521_KPC_live_SLIM,1.00071,0.01166,0.01168,-0.011651,0.999221
3_BKOCO2live_740nm_3085mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260521_KPC_live_SLIM,1.00073,0.0117,0.01173,-0.011694,0.999202
3_BKOCO2live_740nm_3085mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260521_KPC_live_SLIM,1.00075,0.01175,0.01177,-0.011736,0.999184
3_BKOCO2live_740nm_3085mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260521_KPC_live_SLIM,1.00077,0.01179,0.01181,-0.011779,0.999165
3_BKOCO2live_740nm_3085mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260521_KPC_live_SLIM,1.00078,0.01183,0.01186,-0.011822,0.999146
3_BKOCO2live_740nm_3085mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260521_KPC_live_SLIM,1.00083,0.01193,0.01196,-0.01192,0.999103
3_BKOCO2live_740nm_3085mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260521_KPC_live_SLIM,1.00085,0.01197,0.012,-0.011962,0.999084
4_BKOCO2live_740nm_3085mW_u1_poc0p5_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260521_KPC_live_SLIM,1.00107,0.01251,0.01255,-0.012495,0.998849
4_BKOCO2live_740nm_3085mW_u1_poc0p5_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260521_KPC_live_SLIM,1.00109,0.01255,0.0126,-0.012537,0.99883
4_BKOCO2live_740nm_3085mW_u1_poc0p5_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260521_KPC_live_SLIM,1.00111,0.01259,0.01264,-0.01258,0.998812
4_BKOCO2live_740nm_3085mW_u1_poc0p5_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260521_KPC_live_SLIM,1.00113,0.01264,0.01269,-0.012622,0.998793
4_BKOCO2live_740nm_3085mW_u1_poc0p5_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260521_KPC_live_SLIM,1.00115,0.01268,0.01273,-0.012664,0.998774
4_BKOCO2live_740nm_3085mW_u1_poc0p5_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260521_KPC_live_SLIM,1.0012,0.0128,0.01285,-0.01278,0.998723
4_BKOCO2live_740nm_3085mW_u1_poc0p5_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260521_KPC_live_SLIM,1.00122,0.01284,0.0129,-0.012822,0.998704
4_BKOCO2live_740nm_3085mW_u1_poc0p5_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260521_KPC_live_SLIM,1.00123,0.01288,0.01294,-0.012865,0.998685
4_BKOCO2live_740nm_3085mW_u1_poc0p5_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260521_KPC_live_SLIM,1.00125,0.01293,0.01299,-0.012909,0.998666
4_BKOCO2live_740nm_3085mW_u1_poc0p5_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260521_KPC_live_SLIM,1.00127,0.01297,0.01303,-0.012951,0.998647
4_BKOCO2live_740nm_3085mW_u1_poc0p5_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260521_KPC_live_SLIM,1.00129,0.01301,0.01307,-0.012994,0.998629
4_BKOCO2live_740nm_3085mW_u1_poc0p5_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260521_KPC_live_SLIM,1.00131,0.01305,0.01312,-0.013036,0.99861
4_BKOCO2live_740nm_3085mW_u1_poc0p5_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260521_KPC_live_SLIM,1.00137,0.0132,0.01327,-0.013181,0.998546
4_BKOCO2live_740nm_3085mW_u1_poc0p5_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260521_KPC_live_SLIM,1.00139,0.01324,0.01331,-0.013223,0.998527
4_BKOCO2live_740nm_3085mW_u1_poc0p5_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260521_KPC_live_SLIM,1.00141,0.01328,0.01336,-0.013265,0.998508
4_BKOCO2live_740nm_3085mW_u1_poc0p5_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260521_KPC_live_SLIM,1.00142,0.01333,0.0134,-0.013307,0.99849
4_BKOCO2live_740nm_3085mW_u1_poc0p5_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260521_KPC_live_SLIM,1.00144,0.01337,0.01345,-0.01335,0.998471
4_BKOCO2live_740nm_3085mW_u1_poc0p5_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260521_KPC_live_SLIM,1.00146,0.01341,0.01349,-0.013393,0.998452
4_BKOCO2live_740nm_3085mW_u1_poc0p5_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260521_KPC_live_SLIM,1.00148,0.01346,0.01354,-0.013435,0.998433
4_BKOCO2live_740nm_3085mW_u1_poc0p5_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260521_KPC_live_SLIM,1.0015,0.0135,0.01358,-0.013477,0.998415
4_BKOCO2live_740nm_3085mW_u1_poc0p5_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260521_KPC_live_SLIM,1.00152,0.01354,0.01363,-0.01352,0.998396
4_BKOCO2live_740nm_3085mW_u1_poc0p5_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260521_KPC_live_SLIM,1.00153,0.01358,0.01367,-0.013563,0.998377
4_BKOCO2live_740nm_3085mW_u1_poc0p5_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260521_KPC_live_SLIM,1.00155,0.01363,0.01372,-0.013606,0.998358
4_BKOCO2live_740nm_3085mW_u1_poc0p5_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260521_KPC_live_SLIM,1.00157,0.01367,0.01376,-0.013648,0.998339
4_BKOCO2live_posn1_740nm_3085mW_u1_poc0p5_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260521_KPC_live_SLIM,1.00164,0.01383,0.01392,-0.013802,0.998271
3_KPCWTglu20min_740nm_3057mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260522_KPC_fixed_dishes_SLIM,1.00401,0.01119,0.01189,-0.011145,0.995945
3_KPCWTglu20min_740nm_3057mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260522_KPC_fixed_dishes_SLIM,1.00414,0.01119,0.01193,-0.011148,0.995819
3_KPCWTglu20min_740nm_3057mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260522_KPC_fixed_dishes_SLIM,1.00426,0.0112,0.01198,-0.011152,0.995694
3_KPCWTglu20min_740nm_3057mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260522_KPC_fixed_dishes_SLIM,1.00439,0.0112,0.01203,-0.011155,0.995568
3_KPCWTglu20min_740nm_3057mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260522_KPC_fixed_dishes_SLIM,1.00452,0.01121,0.01209,-0.011159,0.995442
3_KPCWTglu20min_740nm_3057mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260522_KPC_fixed_dishes_SLIM,1.00464,0.01121,0.01214,-0.011163,0.995316
3_KPCWTglu20min_740nm_3057mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260522_KPC_fixed_dishes_SLIM,1.00477,0.01122,0.01219,-0.011166,0.99519
3_KPCWTglu20min_740nm_3057mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260522_KPC_fixed_dishes_SLIM,1.0049,0.01122,0.01225,-0.01117,0.995066
3_KPCWTglu20min_740nm_3057mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260522_KPC_fixed_dishes_SLIM,1.00502,0.01123,0.0123,-0.011173,0.994942
3_KPCWTglu20min_740nm_3057mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260522_KPC_fixed_dishes_SLIM,1.00515,0.01123,0.01236,-0.011177,0.994816
3_KPCWTglu20min_740nm_3057mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260522_KPC_fixed_dishes_SLIM,1.00527,0.01124,0.01242,-0.01118,0.994692
3_KPCWTglu20min_740nm_3057mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260522_KPC_fixed_dishes_SLIM,1.0054,0.01124,0.01247,-0.011184,0.994569
3_KPCWTglu20min_740nm_3057mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260522_KPC_fixed_dishes_SLIM,1.00552,0.01125,0.01253,-0.011187,0.994444
3_KPCWTglu20min_740nm_3057mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260522_KPC_fixed_dishes_SLIM,1.00565,0.01125,0.01259,-0.011191,0.994317
3_KPCWTglu20min_740nm_3057mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260522_KPC_fixed_dishes_SLIM,1.00578,0.01126,0.01266,-0.011194,0.994192
3_KPCWTglu20min_740nm_3057mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260522_KPC_fixed_dishes_SLIM,1.006,0.01127,0.01277,-0.011201,0.993969
3_KPCWTglu20min_740nm_3057mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260522_KPC_fixed_dishes_SLIM,1.00613,0.01127,0.01283,-0.011204,0.993844
3_KPCWTglu20min_740nm_3057mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260522_KPC_fixed_dishes_SLIM,1.00626,0.01128,0.0129,-0.011208,0.993719
3_KPCWTglu20min_740nm_3057mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260522_KPC_fixed_dishes_SLIM,1.00638,0.01128,0.01296,-0.011211,0.993594
3_KPCWTglu20min_740nm_3057mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260522_KPC_fixed_dishes_SLIM,1.00651,0.01129,0.01303,-0.011215,0.993469
3_KPCWTglu20min_740nm_3057mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260522_KPC_fixed_dishes_SLIM,1.00664,0.01129,0.0131,-0.011219,0.993344
3_KPCWTglu20min_740nm_3057mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260522_KPC_fixed_dishes_SLIM,1.00676,0.0113,0.01317,-0.011222,0.993219
3_KPCWTglu20min_740nm_3057mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260522_KPC_fixed_dishes_SLIM,1.00689,0.0113,0.01324,-0.011226,0.993095
3_KPCWTglu20min_740nm_3057mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260522_KPC_fixed_dishes_SLIM,1.00702,0.01131,0.01331,-0.011229,0.99297
3_KPCWTglu20min_740nm_3057mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260522_KPC_fixed_dishes_SLIM,1.00714,0.01131,0.01338,-0.011233,0.992846
3_KPCWTglu20min_740nm_3057mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260522_KPC_fixed_dishes_SLIM,1.00727,0.01132,0.01345,-0.011236,0.992722
3_KPCWTglu20min_740nm_3057mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260522_KPC_fixed_dishes_SLIM,1.00739,0.01132,0.01352,-0.01124,0.992598
3_KPCWTglu20min_740nm_3057mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260522_KPC_fixed_dishes_SLIM,1.00752,0.01133,0.0136,-0.011243,0.992473
3_KPCWTglu20min_740nm_3057mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260522_KPC_fixed_dishes_SLIM,1.00765,0.01133,0.01367,-0.011247,0.992345
3_KPCWTglu20min_740nm_3057mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260522_KPC_fixed_dishes_SLIM,1.00778,0.01134,0.01375,-0.01125,0.992221
4_BKOCO2glu20min_740nm_3053mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260522_KPC_fixed_dishes_SLIM,1.00993,0.01142,0.01514,-0.011311,0.9901
4_BKOCO2glu20min_740nm_3053mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260522_KPC_fixed_dishes_SLIM,1.01006,0.01143,0.01523,-0.011314,0.989977
4_BKOCO2glu20min_740nm_3053mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260522_KPC_fixed_dishes_SLIM,1.01019,0.01143,0.01531,-0.011318,0.989854
4_BKOCO2glu20min_740nm_3053mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260522_KPC_fixed_dishes_SLIM,1.01031,0.01144,0.0154,-0.011321,0.98973
4_BKOCO2glu20min_740nm_3053mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260522_KPC_fixed_dishes_SLIM,1.01044,0.01144,0.01549,-0.011325,0.989607
4_BKOCO2glu20min_740nm_3053mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260522_KPC_fixed_dishes_SLIM,1.01057,0.01145,0.01558,-0.011328,0.989482
4_BKOCO2glu20min_740nm_3053mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260522_KPC_fixed_dishes_SLIM,1.01069,0.01145,0.01567,-0.011332,0.989358
4_BKOCO2glu20min_740nm_3053mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260522_KPC_fixed_dishes_SLIM,1.01082,0.01146,0.01576,-0.011335,0.989235
4_BKOCO2glu20min_740nm_3053mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260522_KPC_fixed_dishes_SLIM,1.01094,0.01146,0.01585,-0.011339,0.989112
4_BKOCO2glu20min_740nm_3053mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260522_KPC_fixed_dishes_SLIM,1.01107,0.01147,0.01594,-0.011342,0.988989
4_BKOCO2glu20min_740nm_3053mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260522_KPC_fixed_dishes_SLIM,1.0112,0.01147,0.01603,-0.011346,0.988865
4_BKOCO2glu20min_740nm_3053mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260522_KPC_fixed_dishes_SLIM,1.01132,0.01148,0.01612,-0.011349,0.988743
4_BKOCO2glu20min_740nm_3053mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260522_KPC_fixed_dishes_SLIM,1.01145,0.01148,0.01621,-0.011353,0.98862
4_BKOCO2glu20min_740nm_3053mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260522_KPC_fixed_dishes_SLIM,1.01168,0.01149,0.01639,-0.011359,0.988387
4_BKOCO2glu20min_740nm_3053mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260522_KPC_fixed_dishes_SLIM,1.01181,0.0115,0.01648,-0.011363,0.988264
4_BKOCO2glu20min_740nm_3053mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260522_KPC_fixed_dishes_SLIM,1.01194,0.0115,0.01658,-0.011366,0.988141
4_BKOCO2glu20min_740nm_3053mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260522_KPC_fixed_dishes_SLIM,1.01206,0.01151,0.01667,-0.01137,0.988017
4_BKOCO2glu20min_740nm_3053mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260522_KPC_fixed_dishes_SLIM,1.01219,0.01151,0.01677,-0.011373,0.987894
4_BKOCO2glu20min_740nm_3053mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260522_KPC_fixed_dishes_SLIM,1.01232,0.01152,0.01686,-0.011377,0.98777
4_BKOCO2glu20min_740nm_3053mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260522_KPC_fixed_dishes_SLIM,1.01244,0.01152,0.01696,-0.01138,0.987645
4_BKOCO2glu20min_740nm_3053mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260522_KPC_fixed_dishes_SLIM,1.01257,0.01153,0.01706,-0.011384,0.987522
4_BKOCO2glu20min_740nm_3053mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260522_KPC_fixed_dishes_SLIM,1.0127,0.01153,0.01715,-0.011387,0.987399
4_BKOCO2glu20min_740nm_3053mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260522_KPC_fixed_dishes_SLIM,1.01282,0.01154,0.01725,-0.011391,0.987277
4_BKOCO2glu20min_740nm_3053mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260522_KPC_fixed_dishes_SLIM,1.01295,0.01154,0.01735,-0.011394,0.987153
4_BKOCO2glu20min_740nm_3053mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260522_KPC_fixed_dishes_SLIM,1.01307,0.01155,0.01744,-0.011398,0.987032
4_BKOCO2glu20min_740nm_3053mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260522_KPC_fixed_dishes_SLIM,1.0132,0.01155,0.01754,-0.011401,0.986909
4_BKO_P10_3_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260530_KPC_live_on_SLIM,1.00824,-0.01429,0.01649,0.014171,0.99173
4_BKO_P10_3_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260530_KPC_live_on_SLIM,1.00822,-0.01426,0.01646,0.014139,0.991743
4_BKO_P10_3_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260530_KPC_live_on_SLIM,1.00821,-0.01422,0.01642,0.014107,0.991756
4_BKO_P10_3_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260530_KPC_live_on_SLIM,1.0082,-0.01419,0.01639,0.014075,0.99177
4_BKO_P10_3_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260530_KPC_live_on_SLIM,1.00819,-0.01416,0.01635,0.014043,0.991783
4_BKO_P10_3_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260530_KPC_live_on_SLIM,1.00817,-0.01413,0.01632,0.014011,0.991796
4_BKO_P10_3_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260530_KPC_live_on_SLIM,1.00816,-0.01409,0.01629,0.01398,0.991809
4_BKO_P10_3_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260530_KPC_live_on_SLIM,1.00815,-0.01406,0.01625,0.013948,0.991822
