filename,session_root,session_date,fixation_type,cell_type,sample_index,frame_index,em_filter_nm,acquisition_time,annotation,notes,laser_damage
13_KPC_live_posn1b_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,13,3,535,54:07.3,colony_deep,,False
14_KPC_live_posn2_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,14,0,457,05:14.2,colony_deep,,False
14_KPC_live_posn2_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,14,0,535,00:37.4,colony_deep,,False
14_KPC_live_posn2_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,14,1,457,06:22.1,colony_deep,,False
14_KPC_live_posn2_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,14,1,535,01:45.3,colony_deep,,False
14_KPC_live_posn2_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,14,2,457,07:30.0,colony_deep,,False
14_KPC_live_posn2_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,14,2,535,02:53.2,colony_deep,,False
15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,15,0,457,13:43.3,colony_deep,,False
15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,15,0,535,20:31.2,colony_deep,,False
15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,15,1,457,14:51.2,colony_deep,,False
15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,15,1,535,21:39.1,colony_deep,,False
15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,15,2,457,15:59.0,colony_deep,,False
15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,15,2,535,22:46.6,colony_deep,,False
15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,15,3,457,17:06.9,colony_deep,,False
15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,15,3,535,23:54.1,colony_deep,,False
15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,15,4,457,18:14.7,colony_deep,,False
15_KPC_live_posn3_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,15,4,535,25:02.0,colony_deep,,False
16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,16,0,457,43:17.6,colony_island,,False
16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,16,0,535,37:32.7,colony_island,,False
16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,16,1,457,44:25.5,colony_island,,False
16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,16,1,535,38:40.3,colony_island,,False
16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,16,2,457,45:33.3,colony_island,,False
16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,16,2,535,39:48.2,colony_island,,False
16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,16,3,457,46:41.2,colony_island,,False
16_KPC_live_posn4_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,16,3,535,40:56.2,colony_island,,False
17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,17,0,457,55:20.7,colony_deep,,False
17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,17,0,535,02:51.2,colony_deep,,False
17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,17,1,457,56:28.4,colony_deep,,False
17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,17,1,535,03:59.2,colony_deep,,False
17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,17,2,457,57:36.5,colony_deep,,False
17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,17,2,535,05:07.4,colony_deep,,False
17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,17,3,457,58:44.1,colony_deep,,False
17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,17,3,535,06:15.4,colony_deep,,False
17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,17,4,457,59:52.8,colony_deep,,False
17_KPC_live_posn5_740nm_3040mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260501_KPC_fixed_dishes_on_SLIM,20260501,live,KPCWT,17,4,535,07:23.6,colony_deep,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,0,457,33:07.5,colony_deep,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_overloadedposns_0000.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,0,457,22:25.5,colony_deep,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p1_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_overloadedposns_0000.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,0,457,34:42.1,colony_deep,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,0,535,38:08.3,colony_deep,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,0,535,39:45.0,colony_deep,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,1,457,34:15.9,colony_deep,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_overloadedposns_0001.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,1,457,23:34.8,colony_deep,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,1,535,38:17.8,colony_deep,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,1,535,40:53.4,colony_deep,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,2,457,35:24.3,colony_deep,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_overloadedposns_0002.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,2,457,24:43.1,colony_deep,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,2,535,42:02.0,colony_deep,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,3,457,36:31.9,colony_deep,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_overloadedposns_0003.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,3,457,25:51.1,colony_deep,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,3,535,43:09.6,colony_deep,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,4,457,37:40.5,colony_deep,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_overloadedposns_0004.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,4,457,26:59.9,colony_deep,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,4,535,44:18.6,colony_deep,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,5,457,38:48.0,colony_deep,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_overloadedposns_0005.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,5,457,28:08.8,colony_deep,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,5,535,45:26.5,colony_deep,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,6,457,39:57.5,colony_deep,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_overloadedposns_0006.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,6,457,29:19.7,colony_deep,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,6,535,46:35.5,colony_deep,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,7,457,41:05.0,colony_deep,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_overloadedtwicePos10_0007.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,7,457,30:27.4,colony_deep,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,7,535,47:43.0,colony_deep,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,8,457,42:14.1,colony_deep,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,8,535,48:52.1,colony_deep,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,9,457,43:21.5,colony_edge,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,9,535,49:59.8,colony_edge,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,10,457,44:30.1,colony_edge,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,10,535,51:08.4,colony_edge,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,11,457,45:37.6,colony_edge,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,11,535,52:15.8,colony_edge,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,12,457,46:46.1,no_cells,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,12,535,53:24.0,colony_edge,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,13,457,47:55.4,no_cells,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,13,535,54:32.9,colony_island,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,14,457,49:04.1,no_cells,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,14,535,55:41.3,colony_edge,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,15,457,50:11.6,no_cells,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,15,535,56:49.2,colony_edge,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0016.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,16,457,51:20.0,no_cells,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0016.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,16,535,57:57.5,colony_edge,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0017.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,17,457,52:28.9,colony_island,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0017.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,17,535,59:06.0,colony_island,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0018.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,18,457,53:36.8,colony_island,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0018.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,18,535,00:13.6,colony_island,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0019.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,19,457,54:45.1,colony_island,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0019.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,19,535,01:21.5,colony_island,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0020.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,20,457,55:52.6,colony_edge,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0020.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,20,535,02:29.1,colony_edge,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0021.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,21,457,57:01.8,no_cells,actually colony_edge and the brightest cell is dead,False
3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0021.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,21,535,03:37.9,no_cells,actually colony_edge and the brightest cell is dead,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0022.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,22,457,58:09.2,no_cells,actually colony_edge and the brightest cell is dead,False
3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0022.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,22,535,04:45.3,no_cells,actually colony_edge and the brightest cell is dead,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0023.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,23,457,59:19.0,no_cells,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0023.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,23,535,05:55.0,colony_edge,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0024.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,24,457,00:26.9,no_cells,,False
3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0024.sdt,20260508_KPC_live_on_SLIM,20260508,live,KPCWT,3,24,535,07:02.6,colony_edge,,False
3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260509_KPC_fixed_dishes_on_SLIM,20260509,form,KPCWT,3,0,457,49:24.0,colony_deep,,False
3_KPCWTform20min_740nm_3006mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260509_KPC_fixed_dishes_on_SLIM,20260509,form,KPCWT,3,0,457,32:29.1,colony_deep,,False
3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260509_KPC_fixed_dishes_on_SLIM,20260509,form,KPCWT,3,0,535,04:45.5,colony_deep,,False
3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260509_KPC_fixed_dishes_on_SLIM,20260509,form,KPCWT,3,1,457,50:31.7,colony_deep,,False
3_KPCWTform20min_740nm_3006mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260509_KPC_fixed_dishes_on_SLIM,20260509,form,KPCWT,3,1,457,33:37.3,colony_deep,,False
3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260509_KPC_fixed_dishes_on_SLIM,20260509,form,KPCWT,3,1,535,05:53.3,colony_deep,,False
3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260509_KPC_fixed_dishes_on_SLIM,20260509,form,KPCWT,3,2,457,51:40.0,colony_deep,,False
3_KPCWTform20min_740nm_3006mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260509_KPC_fixed_dishes_on_SLIM,20260509,form,KPCWT,3,2,457,34:45.7,colony_deep,,False
3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260509_KPC_fixed_dishes_on_SLIM,20260509,form,KPCWT,3,2,535,07:01.7,colony_deep,,False
3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260509_KPC_fixed_dishes_on_SLIM,20260509,form,KPCWT,3,3,457,52:48.5,colony_deep,,False
3_KPCWTform20min_740nm_3006mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260509_KPC_fixed_dishes_on_SLIM,20260509,form,KPCWT,3,3,457,35:54.7,colony_deep,,False
3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260509_KPC_fixed_dishes_on_SLIM,20260509,form,KPCWT,3,3,535,08:10.1,colony_deep,,False
3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260509_KPC_fixed_dishes_on_SLIM,20260509,form,KPCWT,3,4,457,53:56.7,colony_deep,,False
3_KPCWTform20min_740nm_3006mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260509_KPC_fixed_dishes_on_SLIM,20260509,form,KPCWT,3,4,457,37:03.2,colony_deep,,False
3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260509_KPC_fixed_dishes_on_SLIM,20260509,form,KPCWT,3,4,535,09:18.4,colony_deep,,False
3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260509_KPC_fixed_dishes_on_SLIM,20260509,form,KPCWT,3,5,457,55:05.2,colony_deep,,False
3_KPCWTform20min_740nm_3006mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260509_KPC_fixed_dishes_on_SLIM,20260509,form,KPCWT,3,5,457,38:12.0,colony_deep,,False
3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260509_KPC_fixed_dishes_on_SLIM,20260509,form,KPCWT,3,5,535,10:26.9,colony_deep,,False
