filename,stem,suffix,category,rel_dir,session_root,size_mb,mtime,wavelength_nm,power_mW,usb_atten,pockels,objective,em_filter_nm,em_bandwidth_nm,gain,z_position,n_pixels_cfg,n_frames_cfg,frame_index,sample_index,position,fixation_type,cell_type,treatment_duration,passage_info,session_date,file_type,acquisition_time,header_revision,mi_scan_x,mi_scan_y,n_data_blocks,data_shape,data_dtype,data_nx,data_ny,data_nt,total_photons,max_photons_per_pixel,mean_photons_per_pixel,median_photons_per_pixel,time_axis_len,bin_width_ns,time_range_ns,time_delta_s,has_fit_export,fit_base_stem,fit_params_available,n_fit_sets,fit_set_keys
0_pollen_890nm_2884mW_u1_poc0p2_10x0p5NA_457s50_g70_z1_256pix_basicFLIM_30f_1_0000.sdt,0_pollen_890nm_2884mW_u1_poc0p2_10x0p5NA_457s50_g70_z1_256pix_basicFLIM_30f_1_0000,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,0.552866,2026-04-30 08:32:46.274123,890,2884.0,1,0.2,10x0.5NA,457,50,70,1.0,256,30,0,0,0.0,pollen,,,,20260429,pollen_reference,2026-04-30 08:32:46.274123,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,136991,94,2.0903167724609375,2.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
1_chromablue_740nm_3033mW_u80_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_30f_0000.sdt,1_chromablue_740nm_3033mW_u80_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_30f_0000,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,3.049333,2026-04-30 08:37:55.720027,740,3033.0,80,0.0,20x0.75NA,457,50,70,1.0,256,30,0,1,0.0,chromablue,,,,20260429,chroma,2026-04-30 08:37:55.720027,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,3765428,93,57.45587158203125,57.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
2_urea_740nm_3037mW_u1_poc0_20x0p75NA_370s10_g70_z1_256pix_basicFLIM_30f_0000.sdt,2_urea_740nm_3037mW_u1_poc0_20x0p75NA_370s10_g70_z1_256pix_basicFLIM_30f_0000,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,3.109491,2026-04-30 08:43:56.100899,740,3037.0,1,0.0,20x0.75NA,370,10,70,1.0,256,30,0,2,0.0,urea,,,,20260429,irf,2026-04-30 08:43:56.100899,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,16377340,906,249.89837646484375,219.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_30f_0000.sdt,3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_30f_0000,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,2.438164,2026-04-30 09:37:05.517570,740,3037.0,1,0.2,20x0.75NA,457,50,70,1.0,256,30,0,3,0.0,form,KPCWT,,P4num4,20260429,sample,2026-04-30 09:37:05.517570,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,1454985,2239,22.201309204101562,16.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_30f_0001.sdt,3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_30f_0001,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,2.164505,2026-04-30 09:37:57.548928,740,3037.0,1,0.2,20x0.75NA,457,50,70,1.0,256,30,1,3,1.0,form,KPCWT,,P4num4,20260429,sample,2026-04-30 09:37:57.548928,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,1617976,2345,24.6883544921875,10.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_30f_0002.sdt,3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_30f_0002,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,2.344216,2026-04-30 09:38:49.448943,740,3037.0,1,0.2,20x0.75NA,457,50,70,1.0,256,30,2,3,2.0,form,KPCWT,,P4num4,20260429,sample,2026-04-30 09:38:49.448943,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,2185791,2165,33.35252380371094,12.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_30f_0003.sdt,3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_30f_0003,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,2.344201,2026-04-30 09:39:42.024918,740,3037.0,1,0.2,20x0.75NA,457,50,70,1.0,256,30,3,3,3.0,form,KPCWT,,P4num4,20260429,sample,2026-04-30 09:39:42.024918,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,1528245,928,23.319168090820312,12.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_30f_0004.sdt,3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_30f_0004,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,0.550963,2026-04-30 09:40:33.914137,740,3037.0,1,0.2,20x0.75NA,457,50,70,1.0,256,30,4,3,4.0,form,KPCWT,,P4num4,20260429,sample,2026-04-30 09:40:33.914137,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,119956,22,1.83038330078125,2.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_30f_0005.sdt,3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_30f_0005,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,0.874633,2026-04-30 09:41:28.212823,740,3037.0,1,0.2,20x0.75NA,457,50,70,1.0,256,30,5,3,5.0,form,KPCWT,,P4num4,20260429,sample,2026-04-30 09:41:28.212823,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,237388,15,3.62225341796875,3.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_30f_0006.sdt,3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_30f_0006,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,1.031014,2026-04-30 09:42:21.019055,740,3037.0,1,0.2,20x0.75NA,457,50,70,1.0,256,30,6,3,6.0,form,KPCWT,,P4num4,20260429,sample,2026-04-30 09:42:21.019055,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,300603,32,4.5868377685546875,4.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_30f_0007.sdt,3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_30f_0007,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,0.970993,2026-04-30 09:43:12.543862,740,3037.0,1,0.2,20x0.75NA,457,50,70,1.0,256,30,7,3,7.0,form,KPCWT,,P4num4,20260429,sample,2026-04-30 09:43:12.543862,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,276847,19,4.2243499755859375,4.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_30f_0008.sdt,3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_30f_0008,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,1.162211,2026-04-30 09:44:05.375892,740,3037.0,1,0.2,20x0.75NA,457,50,70,1.0,256,30,8,3,8.0,form,KPCWT,,P4num4,20260429,sample,2026-04-30 09:44:05.375892,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,378885,261,5.7813262939453125,5.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_30f_0009.sdt,3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_30f_0009,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,1.247918,2026-04-30 09:44:57.772617,740,3037.0,1,0.2,20x0.75NA,457,50,70,1.0,256,30,9,3,9.0,form,KPCWT,,P4num4,20260429,sample,2026-04-30 09:44:57.772617,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,473130,1508,7.219390869140625,5.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
3_KPCWTformP4num4_pos5_740nm_3037mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_30f_0010.sdt,3_KPCWTformP4num4_pos5_740nm_3037mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_30f_0010,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,1.083411,2026-04-30 09:46:56.571939,740,3037.0,1,0.2,20x0.75NA,457,50,70,1.0,256,30,10,3,5.0,form,KPCWT,,P4num4,20260429,sample,2026-04-30 09:46:56.571939,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,340265,599,5.1920318603515625,5.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
3_KPCWTformP4num4_pos6_740nm_3037mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_30f_0011.sdt,3_KPCWTformP4num4_pos6_740nm_3037mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_30f_0011,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,1.020402,2026-04-30 09:47:48.915269,740,3037.0,1,0.2,20x0.75NA,457,50,70,1.0,256,30,11,3,6.0,form,KPCWT,,P4num4,20260429,sample,2026-04-30 09:47:48.915269,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,339903,285,5.1865081787109375,4.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
3_KPCWTformP4num4_pos7_740nm_3037mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_30f_0012.sdt,3_KPCWTformP4num4_pos7_740nm_3037mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_30f_0012,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,1.132218,2026-04-30 09:48:40.542150,740,3037.0,1,0.2,20x0.75NA,457,50,70,1.0,256,30,12,3,7.0,form,KPCWT,,P4num4,20260429,sample,2026-04-30 09:48:40.542150,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,377136,227,5.754638671875,5.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_90f_0000.sdt,3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_90f_0000,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,2.053716,2026-04-30 09:58:15.007702,740,3037.0,1,0.2,20x0.75NA,535,50,70,1.0,256,90,0,3,0.0,form,KPCWT,,P4num4,20260429,sample,2026-04-30 09:58:15.007702,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,997360,1632,15.218505859375,11.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_90f_0001.sdt,3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_90f_0001,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,2.01905,2026-04-30 09:59:06.976839,740,3037.0,1,0.2,20x0.75NA,535,50,70,1.0,256,90,1,3,1.0,form,KPCWT,,P4num4,20260429,sample,2026-04-30 09:59:06.976839,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,1226333,2235,18.712356567382812,9.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_90f_0002.sdt,3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_90f_0002,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,2.16761,2026-04-30 09:59:58.916189,740,3037.0,1,0.2,20x0.75NA,535,50,70,1.0,256,90,2,3,2.0,form,KPCWT,,P4num4,20260429,sample,2026-04-30 09:59:58.916189,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,1677450,2033,25.595855712890625,10.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_90f_0003.sdt,3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_90f_0003,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,2.846874,2026-04-30 10:00:51.589983,740,3037.0,1,0.2,20x0.75NA,535,50,70,1.0,256,90,3,3,3.0,form,KPCWT,,P4num4,20260429,sample,2026-04-30 10:00:51.589983,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,2011332,1680,30.69049072265625,17.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_90f_0004.sdt,3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_90f_0004,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,2.60496,2026-04-30 10:01:43.557943,740,3037.0,1,0.2,20x0.75NA,535,50,70,1.0,256,90,4,3,4.0,form,KPCWT,,P4num4,20260429,sample,2026-04-30 10:01:43.557943,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,1872924,2117,28.57855224609375,13.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_90f_0005.sdt,3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_90f_0005,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,0.860913,2026-04-30 10:02:35.588501,740,3037.0,1,0.2,20x0.75NA,535,50,70,1.0,256,90,5,3,5.0,form,KPCWT,,P4num4,20260429,sample,2026-04-30 10:02:35.588501,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,243936,242,3.72216796875,3.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_90f_0006.sdt,3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_90f_0006,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,0.8625,2026-04-30 10:03:27.884642,740,3037.0,1,0.2,20x0.75NA,535,50,70,1.0,256,90,6,3,6.0,form,KPCWT,,P4num4,20260429,sample,2026-04-30 10:03:27.884642,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,273907,121,4.1794891357421875,3.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_90f_0007.sdt,3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_90f_0007,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,0.932614,2026-04-30 10:04:19.461562,740,3037.0,1,0.2,20x0.75NA,535,50,70,1.0,256,90,7,3,7.0,form,KPCWT,,P4num4,20260429,sample,2026-04-30 10:04:19.461562,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,298789,170,4.5591583251953125,3.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_90f_0008.sdt,3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_90f_0008,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,0.960079,2026-04-30 10:05:12.073715,740,3037.0,1,0.2,20x0.75NA,535,50,70,1.0,256,90,8,3,8.0,form,KPCWT,,P4num4,20260429,sample,2026-04-30 10:05:12.073715,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,292340,153,4.46075439453125,4.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_90f_0009.sdt,3_KPCWTformP4num4_740nm_3037mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_90f_0009,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,1.028065,2026-04-30 10:06:04.545276,740,3037.0,1,0.2,20x0.75NA,535,50,70,1.0,256,90,9,3,9.0,form,KPCWT,,P4num4,20260429,sample,2026-04-30 10:06:04.545276,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,365190,794,5.572357177734375,4.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
4_KPCWT0416formP4num3_740nm_3037mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_90f_0000.sdt,4_KPCWT0416formP4num3_740nm_3037mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_90f_0000,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,1.583131,2026-04-30 10:46:38.056021,740,3037.0,1,0.2,20x0.75NA,457,50,70,1.0,256,90,0,4,0.0,form,KPCWT,,P4num3,20260429,sample,2026-04-30 10:46:38.056021,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,648064,209,9.888671875,8.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
4_KPCWT0416formP4num3_740nm_3037mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_90f_0001.sdt,4_KPCWT0416formP4num3_740nm_3037mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_90f_0001,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,1.762549,2026-04-30 10:47:30.106728,740,3037.0,1,0.2,20x0.75NA,457,50,70,1.0,256,90,1,4,1.0,form,KPCWT,,P4num3,20260429,sample,2026-04-30 10:47:30.106728,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,981353,443,14.974258422851562,5.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
4_KPCWT0416formP4num3_740nm_3037mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_90f_0002.sdt,4_KPCWT0416formP4num3_740nm_3037mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_90f_0002,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,2.456768,2026-04-30 10:48:21.835170,740,3037.0,1,0.2,20x0.75NA,457,50,70,1.0,256,90,2,4,2.0,form,KPCWT,,P4num3,20260429,sample,2026-04-30 10:48:21.835170,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,1482205,376,22.616653442382812,20.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
4_KPCWT0416formP4num3_740nm_3037mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_90f_0003.sdt,4_KPCWT0416formP4num3_740nm_3037mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_90f_0003,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,2.475724,2026-04-30 10:49:13.386677,740,3037.0,1,0.2,20x0.75NA,457,50,70,1.0,256,90,3,4,3.0,form,KPCWT,,P4num3,20260429,sample,2026-04-30 10:49:13.386677,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,1536112,1303,23.439208984375,19.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
4_KPCWT0416formP4num3_740nm_3037mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_90f_0004.sdt,4_KPCWT0416formP4num3_740nm_3037mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_90f_0004,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,1.728144,2026-04-30 10:50:05.354030,740,3037.0,1,0.2,20x0.75NA,457,50,70,1.0,256,90,4,4,4.0,form,KPCWT,,P4num3,20260429,sample,2026-04-30 10:50:05.354030,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,839515,177,12.809982299804688,7.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
4_KPCWT0416formP4num3_740nm_3037mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_90f_0005.sdt,4_KPCWT0416formP4num3_740nm_3037mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_90f_0005,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,1.469958,2026-04-30 10:50:57.177642,740,3037.0,1,0.2,20x0.75NA,457,50,70,1.0,256,90,5,4,5.0,form,KPCWT,,P4num3,20260429,sample,2026-04-30 10:50:57.177642,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,622297,1267,9.495498657226562,6.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
4_KPCWT0416formP4num3_740nm_3037mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_90f_0006.sdt,4_KPCWT0416formP4num3_740nm_3037mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_90f_0006,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,1.312619,2026-04-30 10:51:48.870465,740,3037.0,1,0.2,20x0.75NA,457,50,70,1.0,256,90,6,4,6.0,form,KPCWT,,P4num3,20260429,sample,2026-04-30 10:51:48.870465,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,492620,111,7.51678466796875,5.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
4_KPCWT0416formP4num3_740nm_3037mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_90f_0007.sdt,4_KPCWT0416formP4num3_740nm_3037mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_90f_0007,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,3.05409,2026-04-30 10:52:40.693682,740,3037.0,1,0.2,20x0.75NA,457,50,70,1.0,256,90,7,4,7.0,form,KPCWT,,P4num3,20260429,sample,2026-04-30 10:52:40.693682,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,2078550,365,31.716156005859375,31.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
4_KPCWT0416formP4num3_740nm_3037mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_90f_0008.sdt,4_KPCWT0416formP4num3_740nm_3037mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_90f_0008,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,1.668124,2026-04-30 10:53:32.560425,740,3037.0,1,0.2,20x0.75NA,457,50,70,1.0,256,90,8,4,8.0,form,KPCWT,,P4num3,20260429,sample,2026-04-30 10:53:32.560425,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,917441,324,13.999038696289062,5.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
4_KPCWT0416formP4num3_740nm_3037mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_90f_0009.sdt,4_KPCWT0416formP4num3_740nm_3037mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_90f_0009,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,1.655253,2026-04-30 10:54:24.066645,740,3037.0,1,0.2,20x0.75NA,457,50,70,1.0,256,90,9,4,9.0,form,KPCWT,,P4num3,20260429,sample,2026-04-30 10:54:24.066645,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,861495,654,13.145370483398438,5.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
4_KPCWT0416formP4num3_740nm_3037mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_90f_0000.sdt,4_KPCWT0416formP4num3_740nm_3037mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_90f_0000,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,1.642779,2026-04-30 11:07:14.195684,740,3037.0,1,0.2,20x0.75NA,535,50,70,1.0,256,90,0,4,0.0,form,KPCWT,,P4num3,20260429,sample,2026-04-30 11:07:14.195684,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,690057,279,10.529434204101562,8.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
4_KPCWT0416formP4num3_740nm_3037mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_90f_0001.sdt,4_KPCWT0416formP4num3_740nm_3037mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_90f_0001,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,1.752589,2026-04-30 11:08:06.188833,740,3037.0,1,0.2,20x0.75NA,535,50,70,1.0,256,90,1,4,1.0,form,KPCWT,,P4num3,20260429,sample,2026-04-30 11:08:06.188833,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,1003033,319,15.305068969726562,5.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
4_KPCWT0416formP4num3_740nm_3037mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_90f_0002.sdt,4_KPCWT0416formP4num3_740nm_3037mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_90f_0002,.sdt,sdt,.,20260429_KPC_fixed_dishes_on_SLIM,2.328202,2026-04-30 11:08:57.785968,740,3037.0,1,0.2,20x0.75NA,535,50,70,1.0,256,90,2,4,2.0,form,KPCWT,,P4num3,20260429,sample,2026-04-30 11:08:57.785968,2143,0,0,1,"(256, 256, 256)",uint16,256,256,256,1306060,381,19.92889404296875,17.0,256,0.048860908374859235,12.459531635589105,0.0,False,,,0,
