filename,fixation_type,chi2_mean,chi2_median,frac_hi
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,live,1.0646925033111572,1.05179,0.0001220703125
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,live,1.1540025923767092,1.139235,0.00421142578125
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,live,1.1979478824157714,1.1803,0.004913330078125
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,live,1.1546732549285887,1.13734,0.0030975341796875
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,live,1.19801533152771,1.17679,0.0074615478515625
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,live,1.1286371494140626,1.121475,0.0012359619140625
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,live,1.1604480075378418,1.14842,0.00177001953125
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,live,1.2234667274475095,1.190115,0.01080322265625
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,live,1.2279445255126953,1.206775,0.008941650390625
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,live,1.149572421447754,1.14047,0.0014801025390625
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,live,1.2147715017089844,1.18531,0.0096588134765625
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,live,1.252543767288208,1.215975,0.01519775390625
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,live,1.1656206761016845,1.15239,0.0027618408203125
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,live,1.233189495300293,1.206055,0.0119171142578125
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,live,1.2292789498901366,1.19379,0.0098724365234375
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,live,1.1857031068573,1.16193,0.0061187744140625
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,live,1.158670090133667,1.129805,0.0087127685546875
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,live,1.2045178219299315,1.18686,0.005218505859375
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,live,1.21428499609375,1.20153,0.003448486328125
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,live,1.1647818924865723,1.1476250000000001,0.006744384765625
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,live,1.319725358291626,1.280595,0.023468017578125
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,live,1.2201793784942627,1.20254,0.0038299560546875
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,live,1.3039771033477783,1.28527,0.0074005126953125
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,live,1.3478465919647218,1.30495,0.0170745849609375
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,live,1.2451600345153808,1.22071,0.0106658935546875
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,live,1.0671902732391358,1.061575,0.0
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,live,1.2836852928009033,1.23951,0.0186614990234375
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,live,1.1680410112152102,1.15587,0.0043487548828125
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,live,1.3866793010559082,1.35027,0.0250091552734375
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,live,1.3164394293670656,1.28216,0.0167083740234375
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,live,1.283713137130737,1.23705,0.0129241943359375
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,live,1.1389792587280274,1.12372,0.0031890869140625
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,live,1.2453183773498537,1.2001149999999998,0.0182952880859375
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,form,1.1968458058166505,1.18649,0.0008392333984375
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,form,1.0943557906188963,1.081945,1.52587890625e-05
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,form,1.1257365282592775,1.1130499999999999,0.0
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,form,1.2067897783508301,1.19758,7.62939453125e-05
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,form,1.1141505812072752,1.10368,0.0
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,form,1.14534694090271,1.133315,0.000396728515625
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,form,1.0892221654510497,1.07726,0.0
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,form,1.0671281775512695,1.05993,1.52587890625e-05
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,form,1.0752268835601806,1.067385,0.0
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,form,1.191702861831665,1.186165,0.0
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,form,1.1069604470672607,1.09519,0.0
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,form,1.130863649749756,1.116235,3.0517578125e-05
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,form,1.1368639788970947,1.12914,0.0
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,form,1.1262603858032227,1.1158,1.52587890625e-05
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,form,1.1137858246612549,1.10387,0.000152587890625
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,form,1.1619762142791747,1.159275,4.57763671875e-05
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0016.sdt,form,1.0695354310302734,1.058135,0.0001373291015625
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,form,1.1098589549865723,1.1015,0.0002288818359375
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,form,1.0816942742156983,1.07021,9.1552734375e-05
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,form,1.1008244480133056,1.08707,0.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,form,1.132575027359009,1.12121,0.0002593994140625
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,form,1.0804243448944093,1.069975,0.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,form,1.093317394012451,1.084495,0.0001220703125
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,form,1.072716164001465,1.057935,3.0517578125e-05
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,form,1.0487757557373047,1.038735,0.00048828125
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,form,1.0740475752105711,1.06311,0.000457763671875
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,form,1.1271182140808105,1.12336,0.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,form,1.0784614918365478,1.067795,0.0001068115234375
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,form,1.0992770106506349,1.090405,1.52587890625e-05
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,form,1.0807242027435302,1.07135,0.0002593994140625
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,form,1.0869548727722167,1.080695,6.103515625e-05
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,form,1.0659739875335692,1.05921,0.0001068115234375
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,form,1.1027560754394532,1.0933950000000001,0.0001678466796875
3_KPCWTform10min_740nm_3083mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0016.sdt,form,1.0569851217956543,1.049645,4.57763671875e-05
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,form,1.4985517184753419,1.492465,0.0078277587890625
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,form,1.212616236022949,1.2033749999999999,0.0001373291015625
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,form,1.3539647318878174,1.326105,0.01519775390625
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,form,1.4852050774536134,1.45432,0.0322723388671875
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,form,1.269378383834839,1.253695,0.00091552734375
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,form,1.3600710481262208,1.33705,0.0091705322265625
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,form,1.2268277657165525,1.193855,0.015625
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,form,1.176979350906372,1.16546,0.0037384033203125
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,form,1.4718712803497316,1.45285,0.0214996337890625
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,form,1.2294759575653076,1.21651,0.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,form,,,
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,form,1.3306448911743165,1.3039,0.0126190185546875
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,form,1.302736473953247,1.250985,0.0230712890625
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,form,1.3352353547058105,1.32503,0.0051727294921875
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,form,1.1779890957794188,1.15984,0.0002288818359375
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,form,1.2753306339111328,1.26761,0.005828857421875
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0016.sdt,form,1.1238780155639647,1.11462,0.0
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,form,2.228906974334717,2.23134,0.7728729248046875
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,form,1.5125654376525879,1.49588,0.0218658447265625
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,form,1.772949509750366,1.76752,0.2208099365234375
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,form,1.9632888923950196,1.9588899999999998,0.4671783447265625
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,form,1.5764549299316406,1.588415,0.0765380859375
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,form,1.9047314978485108,1.8544,0.3042449951171875
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,form,1.4907151257324218,1.454735,0.0306549072265625
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,form,1.3369084952850343,1.298625,0.01788330078125
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,form,1.4077086189117431,1.39138,0.0078582763671875
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,form,2.0499910913391113,2.052205,0.5538787841796875
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,form,1.6798078313751221,1.66663,0.1778411865234375
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,form,1.8446790476531985,1.84244,0.2980804443359375
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,form,1.6064560762329103,1.59074,0.2007598876953125
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,form,1.708104648864746,1.706995,0.2812957763671875
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,form,1.4474124053955078,1.4125,0.0577850341796875
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,form,1.8133235151672364,1.855035,0.367095947265625
3_KPCWTform10min_740nm_3083mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0016.sdt,form,1.405301226776123,1.3943,0.002655029296875
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,form,1.1114054891662597,1.09926,0.0
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,form,1.1381060311737061,1.12474,7.62939453125e-05
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,form,1.091711829788208,1.07976,0.0
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,form,1.1270171962738038,1.116255,0.0002899169921875
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,form,1.0991126598968508,1.093165,0.0
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,form,1.125686442489624,1.11284,4.57763671875e-05
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,form,1.11613113079834,1.10397,0.0
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,form,1.115020189086914,1.1048,3.0517578125e-05
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,form,1.12108316796875,1.112635,0.0
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,form,1.1021286327514648,1.0946850000000001,3.0517578125e-05
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,form,1.0865067247009277,1.07412,0.0002899169921875
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,form,1.0835255323944093,1.07703,0.0008087158203125
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,form,1.134991737854004,1.12263,0.0
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,form,1.1007083287658692,1.09328,0.0002593994140625
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,form,1.1243478795776367,1.111015,0.000152587890625
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,form,1.0884778551025391,1.07558,0.0001068115234375
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0016.sdt,form,1.0499166396484374,1.0417049999999999,0.00030517578125
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,form,1.133636379272461,1.12594,0.0
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,form,1.083445157623291,1.07334,0.0
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,form,1.060681074356079,1.04941,0.0
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,form,1.0811545690460205,1.07147,0.0
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,form,1.068960951385498,1.061695,0.0
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,form,1.0817978246765136,1.070535,6.103515625e-05
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,form,1.0787725606536864,1.06825,1.52587890625e-05
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,form,1.0810300615692139,1.067985,4.57763671875e-05
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,form,1.081058906906128,1.06864,1.52587890625e-05
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,form,1.0537970385437012,1.043995,0.0
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,form,1.0592521561889647,1.0489,0.000518798828125
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,form,1.0413400896606444,1.0315750000000001,0.000823974609375
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,form,1.0794182349700927,1.071845,0.0
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,form,1.0655604958648681,1.0558049999999999,4.57763671875e-05
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,form,1.0832496427001954,1.071685,0.0002288818359375
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,form,1.0555239059448243,1.04595,6.103515625e-05
4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0016.sdt,form,1.066159697860718,1.052855,0.0015106201171875
4_BKOCO2form10min_740nm_3099mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,form,1.1987501408996581,1.17151,0.007354736328125
4_BKOCO2form10min_740nm_3099mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,form,1.213254818435669,1.20419,1.52587890625e-05
4_BKOCO2form10min_740nm_3099mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,form,1.1527495095062257,1.14321,0.0
4_BKOCO2form10min_740nm_3099mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,form,1.2129412819519043,1.198995,0.000640869140625
4_BKOCO2form10min_740nm_3099mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,form,1.2058979018707277,1.18718,0.0046844482421875
4_BKOCO2form10min_740nm_3099mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,form,1.2425946593933106,1.226265,0.000579833984375
4_BKOCO2form10min_740nm_3099mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,form,1.2413228983764648,1.22295,0.005340576171875
4_BKOCO2form10min_740nm_3099mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,form,1.287663523300171,1.2656200000000002,0.0100860595703125
4_BKOCO2form10min_740nm_3099mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,form,1.2434192895965577,1.227135,0.00103759765625
4_BKOCO2form10min_740nm_3099mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,form,1.1603042501220702,1.14642,1.52587890625e-05
4_BKOCO2form10min_740nm_3099mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,form,1.148138821105957,1.13203,0.0034027099609375
4_BKOCO2form10min_740nm_3099mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,form,1.1369630028533937,1.12683,6.103515625e-05
4_BKOCO2form10min_740nm_3099mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,form,1.28018232182312,1.26863,0.001220703125
4_BKOCO2form10min_740nm_3099mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,form,1.1686502080993653,1.16388,0.0
4_BKOCO2form10min_740nm_3099mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,form,1.2778162680664062,1.258465,0.003631591796875
4_BKOCO2form10min_740nm_3099mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,form,1.1333887229156494,1.12433,0.0
