fixation_type,cell_type,session_root,session_date,filename,fit_set_key,em_filter_nm,pockels,objective,usb_atten,frame_index,z_position,n_components,_bin,shift_group,treatment_duration,amp_ratio_median,tau_mean_median_ps,n_px_final,pct_final,amp_ratio_median_gmed,tau_mean_median_ps_gmed,_dist
form,KPCWT,20260509_KPC_fixed_dishes_on_SLIM,20260509,3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c2-b10::3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0001,457,0.25,20x0.75NA,1,1,1.0,2,10,shift=0,20min,3.6242463441312234,536.8571773580306,65078,99.3,3.2737872250605564,552.1002725844487,0.7584365046797641
form,KPCWT,20260520_KPC_fixed_dishes_SLIM,20260520,3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0016.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0016,457,0.25,20x0.75NA,1,16,1.0,2,9,shift=0,10min,2.9359033151866853,595.1199132714619,63892,97.5,3.2737872250605564,552.1002725844487,0.8511484709731808
form,KPCWT,20260509_KPC_fixed_dishes_on_SLIM,20260509,3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c2-b10::3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0005,457,0.25,20x0.75NA,1,5,1.0,2,10,shift=0,20min,3.679487916319434,476.5813629453682,64319,98.1,3.2737872250605564,552.1002725844487,1.1818484205572115
form,KPCWT,20260509_KPC_fixed_dishes_on_SLIM,20260509,3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c2-b10::3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0000,457,0.25,20x0.75NA,1,0,1.0,2,10,shift=0,20min,3.999973130962496,620.8923021929734,59148,90.3,3.2737872250605564,552.1002725844487,1.703917809759262
live,BKO,20260530_KPC_live_on_SLIM,20260530,4_BKO_P10_3_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::4_BKO_P10_3_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,457,0.25,20x0.75NA,1,1,1.0,2,5,shift=0,,3.321189845593932,698.5358805224001,65057,99.3,3.325857978410353,689.9225281762592,0.09332576305180024
live,BKO,20260517_KPC_live_on_SLIM,20260517,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006,457,0.2,20x0.75NA,1,6,1.0,2,5,shift=0,,3.369041684417149,684.8313454127306,64882,99.0,3.325857978410353,689.9225281762592,0.1064577077802229
live,BKO,20260601_KPC_live_on_SLIM,20260601,7_BKOCO2_P11_5_live_740nm_3075mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260601_KPC_live_on_SLIM::fitet-sz-c2-b5::7_BKOCO2_P11_5_live_740nm_3075mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013,457,0.25,20x0.75NA,1,13,1.0,2,5,shift=0,,3.33009618078252,679.8846430341143,65465,99.9,3.325857978410353,689.9225281762592,0.10852160010874204
live,BKO,20260601_KPC_live_on_SLIM,20260601,3_BKOCO2_P11_3_live_740nm_3083mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260601_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2_P11_3_live_740nm_3083mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,457,0.25,20x0.75NA,1,2,1.0,2,5,shift=0,,3.2910293750961577,697.7483263952694,65091,99.3,3.325857978410353,689.9225281762592,0.11191174319779842
live,BKO,20260517_KPC_live_on_SLIM,20260517,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009,457,0.2,20x0.75NA,1,9,1.0,2,5,shift=0,,3.3802532893447075,684.7960967257952,64355,98.2,3.325857978410353,689.9225281762592,0.12750900237935398
live,BKO,20260601_KPC_live_on_SLIM,20260601,3_BKOCO2_P11_3_live_740nm_3083mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260601_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2_P11_3_live_740nm_3083mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006,457,0.25,20x0.75NA,1,6,1.0,2,5,shift=0,,3.337004916569293,677.5334766515584,64688,98.7,3.325857978410353,689.9225281762592,0.13554546737111814
live,BKO,20260517_KPC_live_on_SLIM,20260517,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012,457,0.2,20x0.75NA,1,12,1.0,2,5,shift=0,,3.3640823950331478,679.6985790271701,52009,79.4,3.325857978410353,689.9225281762592,0.13658884025805829
live,BKO,20260601_KPC_live_on_SLIM,20260601,7_BKOCO2_P11_5_live_740nm_3075mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260601_KPC_live_on_SLIM::fitet-sz-c2-b5::7_BKOCO2_P11_5_live_740nm_3075mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010,457,0.25,20x0.75NA,1,10,1.0,2,5,shift=0,,3.267025393575406,695.4520525984118,65372,99.7,3.325857978410353,689.9225281762592,0.13784012790443564
live,BKO,20260530_KPC_live_on_SLIM,20260530,4_BKO_P10_3_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::4_BKO_P10_3_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005,457,0.25,20x0.75NA,1,5,1.0,2,5,shift=0,,3.297556738624196,703.9661995493017,65183,99.5,3.325857978410353,689.9225281762592,0.1626973522285733
live,BKO,20260601_KPC_live_on_SLIM,20260601,3_BKOCO2_P11_3_live_740nm_3083mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0017.sdt,20260601_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2_P11_3_live_740nm_3083mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0017,457,0.25,20x0.75NA,1,17,1.0,2,5,shift=0,,3.248344409197212,695.1410528909124,65501,99.9,3.325857978410353,689.9225281762592,0.17315185619960105
live,BKO,20260530_KPC_live_on_SLIM,20260530,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,457,0.25,20x0.75NA,1,2,1.0,2,5,shift=0,,3.3854327818977525,701.3447658522553,65098,99.3,3.325857978410353,689.9225281762592,0.17603488034390194
live,BKO,20260601_KPC_live_on_SLIM,20260601,7_BKOCO2_P11_5_live_740nm_3075mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260601_KPC_live_on_SLIM::fitet-sz-c2-b5::7_BKOCO2_P11_5_live_740nm_3075mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007,457,0.25,20x0.75NA,1,7,1.0,2,5,shift=0,,3.3764940547858844,676.5842134380584,65157,99.4,3.325857978410353,689.9225281762592,0.17915990195024636
live,BKO,20260517_KPC_live_on_SLIM,20260517,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013,457,0.2,20x0.75NA,1,13,1.0,2,5,shift=0,,3.239295066519084,691.653630029977,45056,68.8,3.325857978410353,689.9225281762592,0.18383652706018766
live,BKO,20260517_KPC_live_on_SLIM,20260517,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014,457,0.2,20x0.75NA,1,14,1.0,2,5,shift=0,,3.410951277689949,684.3895751806144,45338,69.2,3.325857978410353,689.9225281762592,0.18940889364466817
live,BKO,20260601_KPC_live_on_SLIM,20260601,7_BKOCO2_P11_5_live_740nm_3075mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260601_KPC_live_on_SLIM::fitet-sz-c2-b5::7_BKOCO2_P11_5_live_740nm_3075mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008,457,0.25,20x0.75NA,1,8,1.0,2,5,shift=0,,3.249224752844266,699.2110568003436,64282,98.1,3.325857978410353,689.9225281762592,0.19034176829241198
live,BKO,20260517_KPC_live_on_SLIM,20260517,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011,457,0.2,20x0.75NA,1,11,1.0,2,5,shift=0,,3.417814393749687,686.1423766990022,61825,94.3,3.325857978410353,689.9225281762592,0.19850635620936238
live,BKO,20260517_KPC_live_on_SLIM,20260517,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007,457,0.2,20x0.75NA,1,7,1.0,2,5,shift=0,,3.2790109460683907,673.6464795285551,63525,96.9,3.325857978410353,689.9225281762592,0.20136754360385
live,BKO,20260530_KPC_live_on_SLIM,20260530,4_BKO_P10_3_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::4_BKO_P10_3_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,457,0.25,20x0.75NA,1,0,1.0,2,5,shift=0,,3.321619776038186,708.7592833951646,65340,99.7,3.325857978410353,689.9225281762592,0.20315096704335653
live,BKO,20260517_KPC_live_on_SLIM,20260517,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015,457,0.2,20x0.75NA,1,15,1.0,2,5,shift=0,,3.3579768880375696,670.6551896941646,57807,88.2,3.325857978410353,689.9225281762592,0.21840270810586085
live,BKO,20260530_KPC_live_on_SLIM,20260530,4_BKO_P10_3_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::4_BKO_P10_3_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014,457,0.25,20x0.75NA,1,14,1.0,2,5,shift=0,,3.357614309064078,709.878244483316,65429,99.8,3.325857978410353,689.9225281762592,0.2252348215984989
live,BKO,20260601_KPC_live_on_SLIM,20260601,3_BKOCO2_P11_3_live_740nm_3083mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,20260601_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2_P11_3_live_740nm_3083mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015,457,0.25,20x0.75NA,1,15,1.0,2,5,shift=0,,3.236879947708621,702.2076672929848,65445,99.9,3.325857978410353,689.9225281762592,0.2299145967411118
live,BKO,20260530_KPC_live_on_SLIM,20260530,4_BKO_P10_3_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::4_BKO_P10_3_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,457,0.25,20x0.75NA,1,2,1.0,2,5,shift=0,,3.2502158085899966,705.3670160882056,64881,99.0,3.325857978410353,689.9225281762592,0.2307186864329025
live,BKO,20260530_KPC_live_on_SLIM,20260530,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009,457,0.25,20x0.75NA,1,9,1.0,2,5,shift=0,,3.279092009212632,709.6690800704381,65213,99.5,3.325857978410353,689.9225281762592,0.23457988931195897
live,BKO,20260601_KPC_live_on_SLIM,20260601,3_BKOCO2_P11_3_live_740nm_3083mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260601_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2_P11_3_live_740nm_3083mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014,457,0.25,20x0.75NA,1,14,1.0,2,5,shift=0,,3.396634746984361,707.132376367853,65490,99.9,3.325857978410353,689.9225281762592,0.23820818041838673
live,BKO,20260530_KPC_live_on_SLIM,20260530,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014,457,0.25,20x0.75NA,1,14,1.0,2,5,shift=0,,3.367684628932219,711.0040424327269,65229,99.5,3.325857978410353,689.9225281762592,0.24372438569085175
live,BKO,20260517_KPC_live_on_SLIM,20260517,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005,457,0.2,20x0.75NA,1,5,1.0,2,5,shift=0,,3.438522524173961,683.612521827601,64549,98.5,3.325857978410353,689.9225281762592,0.24755337631933488
live,BKO,20260517_KPC_live_on_SLIM,20260517,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008,457,0.2,20x0.75NA,1,8,1.0,2,5,shift=0,,3.4124211000901714,671.8370689123153,64717,98.8,3.325857978410353,689.9225281762592,0.26724167072019483
live,BKO,20260530_KPC_live_on_SLIM,20260530,4_BKO_P10_3_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::4_BKO_P10_3_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008,457,0.25,20x0.75NA,1,8,1.0,2,5,shift=0,,3.299649389222626,714.5869498695085,64893,99.0,3.325857978410353,689.9225281762592,0.27145049006742794
live,BKO,20260517_KPC_live_on_SLIM,20260517,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003,457,0.2,20x0.75NA,1,3,1.0,2,5,shift=0,,3.193307147113406,686.7193252073639,64690,98.7,3.325857978410353,689.9225281762592,0.28216860623960976
live,BKO,20260601_KPC_live_on_SLIM,20260601,7_BKOCO2_P11_5_live_740nm_3075mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260601_KPC_live_on_SLIM::fitet-sz-c2-b5::7_BKOCO2_P11_5_live_740nm_3075mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012,457,0.25,20x0.75NA,1,12,1.0,2,5,shift=0,,3.460520820101784,687.4499147124932,65528,100.0,3.325857978410353,689.9225281762592,0.2857567828097319
live,BKO,20260517_KPC_live_on_SLIM,20260517,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010,457,0.2,20x0.75NA,1,10,1.0,2,5,shift=0,,3.4555784678794783,680.3681255237675,47068,71.8,3.325857978410353,689.9225281762592,0.29276539203815094
live,BKO,20260601_KPC_live_on_SLIM,20260601,3_BKOCO2_P11_3_live_740nm_3083mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260601_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2_P11_3_live_740nm_3083mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,457,0.25,20x0.75NA,1,1,1.0,2,5,shift=0,,3.2217712502202422,708.4034171711119,64687,98.7,3.325857978410353,689.9225281762592,0.2966642800528044
live,BKO,20260530_KPC_live_on_SLIM,20260530,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006,457,0.25,20x0.75NA,1,6,1.0,2,5,shift=0,,3.315673272082177,717.8021067237429,65273,99.6,3.325857978410353,689.9225281762592,0.3011536785793557
live,BKO,20260517_KPC_live_on_SLIM,20260517,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,457,0.2,20x0.75NA,1,2,1.0,2,5,shift=0,,3.45920672548846,677.7252135459415,51905,79.2,3.325857978410353,689.9225281762592,0.31087902299495546
live,BKO,20260517_KPC_live_on_SLIM,20260517,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004,457,0.2,20x0.75NA,1,4,1.0,2,5,shift=0,,3.37243356917961,662.4330808909386,56274,85.9,3.325857978410353,689.9225281762592,0.31209967147673917
live,BKO,20260530_KPC_live_on_SLIM,20260530,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005,457,0.25,20x0.75NA,1,5,1.0,2,5,shift=0,,3.2371422419877,713.852956166766,64956,99.1,3.325857978410353,689.9225281762592,0.31876480407045993
live,BKO,20260601_KPC_live_on_SLIM,20260601,3_BKOCO2_P11_3_live_740nm_3083mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0016.sdt,20260601_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2_P11_3_live_740nm_3083mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0016,457,0.25,20x0.75NA,1,16,1.0,2,5,shift=0,,3.3703589048099056,718.5549073780068,65526,100.0,3.325857978410353,689.9225281762592,0.3225041496340127
live,BKO,20260601_KPC_live_on_SLIM,20260601,7_BKOCO2_P11_5_live_740nm_3075mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260601_KPC_live_on_SLIM::fitet-sz-c2-b5::7_BKOCO2_P11_5_live_740nm_3075mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014,457,0.25,20x0.75NA,1,14,1.0,2,5,shift=0,,3.487268017554272,684.1478450076352,65504,100.0,3.325857978410353,689.9225281762592,0.34665232126608436
live,BKO,20260601_KPC_live_on_SLIM,20260601,3_BKOCO2_P11_3_live_740nm_3083mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260601_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2_P11_3_live_740nm_3083mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013,457,0.25,20x0.75NA,1,13,1.0,2,5,shift=0,,3.473692702801653,705.0737698437068,65532,100.0,3.325857978410353,689.9225281762592,0.3524286720030183
live,BKO,20260601_KPC_live_on_SLIM,20260601,3_BKOCO2_P11_3_live_740nm_3083mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260601_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2_P11_3_live_740nm_3083mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012,457,0.25,20x0.75NA,1,12,1.0,2,5,shift=0,,3.4875674918052333,700.0409492196497,65510,100.0,3.325857978410353,689.9225281762592,0.3586277342078734
live,BKO,20260601_KPC_live_on_SLIM,20260601,5_BKOCO2_P11_4_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260601_KPC_live_on_SLIM::fitet-sz-c2-b5::5_BKOCO2_P11_4_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,457,0.25,20x0.75NA,1,2,1.0,2,5,shift=0,,3.3761571966900847,657.8061687028382,64600,98.6,3.325857978410353,689.9225281762592,0.3619833694732042
live,BKO,20260530_KPC_live_on_SLIM,20260530,4_BKO_P10_3_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::4_BKO_P10_3_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011,457,0.25,20x0.75NA,1,11,1.0,2,5,shift=0,,3.316540903500316,723.7858952444637,65337,99.7,3.325857978410353,689.9225281762592,0.3653859314161045
live,BKO,20260601_KPC_live_on_SLIM,20260601,3_BKOCO2_P11_3_live_740nm_3083mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260601_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2_P11_3_live_740nm_3083mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003,457,0.25,20x0.75NA,1,3,1.0,2,5,shift=0,,3.185921037648373,711.7866881509431,63977,97.6,3.325857978410353,689.9225281762592,0.37802920390481015
live,BKO,20260601_KPC_live_on_SLIM,20260601,3_BKOCO2_P11_3_live_740nm_3083mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260601_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2_P11_3_live_740nm_3083mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,457,0.25,20x0.75NA,1,0,1.0,2,5,shift=0,,3.490793500665861,703.7948882003753,65452,99.9,3.325857978410353,689.9225281762592,0.37917326794840467
live,BKO,20260530_KPC_live_on_SLIM,20260530,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012,457,0.25,20x0.75NA,1,12,1.0,2,5,shift=0,,3.260266469043515,723.4540161193473,65229,99.5,3.325857978410353,689.9225281762592,0.38694615254223136
live,BKO,20260601_KPC_live_on_SLIM,20260601,3_BKOCO2_P11_3_live_740nm_3083mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260601_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2_P11_3_live_740nm_3083mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011,457,0.25,20x0.75NA,1,11,1.0,2,5,shift=0,,3.5172531040362207,694.644694771027,65530,100.0,3.325857978410353,689.9225281762592,0.40756292240255254
