fixation_type,cell_type,session_root,session_date,filename,fit_set_key,em_filter_nm,pockels,objective,usb_atten,frame_index,z_position,n_components,_bin,shift_group,treatment_duration,amp_ratio_median,tau_mean_median_ps,n_px_final,pct_final,amp_ratio_median_gmed,tau_mean_median_ps_gmed,_dist
form,BKO,20260520_KPC_fixed_dishes_SLIM,20260520,4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011,457,0.25,20x0.75NA,1,11,1.0,2,9,shift=0,10min,3.1118008438967406,599.2916850580768,49576,75.6,3.183803346015344,570.0134497670608,0.35021846059330575
form,BKO,20260520_KPC_fixed_dishes_SLIM,20260520,4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006,457,0.25,20x0.75NA,1,6,1.0,2,9,shift=0,10min,3.137061302394561,601.4926602388225,65484,99.9,3.183803346015344,570.0134497670608,0.3532524343014894
form,BKO,20260520_KPC_fixed_dishes_SLIM,20260520,4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012,457,0.25,20x0.75NA,1,12,1.0,2,9,shift=0,10min,3.136714968810537,602.3518425982572,65404,99.8,3.183803346015344,570.0134497670608,0.3623499210306335
form,BKO,20260520_KPC_fixed_dishes_SLIM,20260520,4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005,457,0.25,20x0.75NA,1,5,1.0,2,9,shift=0,10min,3.120938904019276,603.5373232332701,65408,99.8,3.183803346015344,570.0134497670608,0.3848432687813664
form,BKO,20260520_KPC_fixed_dishes_SLIM,20260520,4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0016.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0016,457,0.25,20x0.75NA,1,16,1.0,2,9,shift=0,10min,3.0177875579332465,592.1235790350114,43547,66.4,3.183803346015344,570.0134497670608,0.42400238992755446
form,BKO,20260520_KPC_fixed_dishes_SLIM,20260520,4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,457,0.25,20x0.75NA,1,0,1.0,2,9,shift=0,10min,3.0597049765442046,602.9729511932985,65495,99.9,3.183803346015344,570.0134497670608,0.4414209799188356
form,BKO,20260520_KPC_fixed_dishes_SLIM,20260520,4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::4_BKOCO2form10min_740nm_3099mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004,457,0.25,20x0.75NA,1,4,1.0,2,9,shift=0,10min,3.080407941441212,606.644626322095,60119,91.7,3.183803346015344,570.0134497670608,0.45109925629622993
form,BKO,20260509_KPC_fixed_dishes_on_SLIM,20260509,4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c2-b10::4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015,457,0.25,20x0.75NA,1,15,1.0,2,10,shift=0,20min,3.321220678424172,501.56076144405154,62451,95.3,3.183803346015344,570.0134497670608,0.7926199685697054
form,BKO,20260509_KPC_fixed_dishes_on_SLIM,20260509,4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c2-b10::4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014,457,0.25,20x0.75NA,1,14,1.0,2,10,shift=0,20min,3.307874994013393,496.4659777409041,62781,95.8,3.183803346015344,570.0134497670608,0.834657193689536
form,BKO,20260509_KPC_fixed_dishes_on_SLIM,20260509,4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c2-b10::4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010,457,0.25,20x0.75NA,1,10,1.0,2,10,shift=0,20min,3.358827770094887,499.7250885058793,62586,95.5,3.183803346015344,570.0134497670608,0.8427701974100986
form,BKO,20260509_KPC_fixed_dishes_on_SLIM,20260509,4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c2-b10::4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011,457,0.25,20x0.75NA,1,11,1.0,2,10,shift=0,20min,3.353582052476539,495.467308298032,63864,97.4,3.183803346015344,570.0134497670608,0.8796448570344432
form,BKO,20260509_KPC_fixed_dishes_on_SLIM,20260509,4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c2-b10::4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005,457,0.25,20x0.75NA,1,5,1.0,2,10,shift=0,20min,3.400983657631537,497.75996970725873,65200,99.5,3.183803346015344,570.0134497670608,0.9036494395493014
form,BKO,20260509_KPC_fixed_dishes_on_SLIM,20260509,4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c2-b10::4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012,457,0.25,20x0.75NA,1,12,1.0,2,10,shift=0,20min,3.407237860897755,497.6370283746853,50090,76.4,3.183803346015344,570.0134497670608,0.9115631381003158
form,BKO,20260509_KPC_fixed_dishes_on_SLIM,20260509,4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c2-b10::4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,457,0.25,20x0.75NA,1,1,1.0,2,10,shift=0,20min,3.414190873155415,496.4601660892493,65196,99.5,3.183803346015344,570.0134497670608,0.9300371943628188
form,BKO,20260509_KPC_fixed_dishes_on_SLIM,20260509,4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c2-b10::4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013,457,0.25,20x0.75NA,1,13,1.0,2,10,shift=0,20min,3.4074837111805474,493.2625497984561,63478,96.9,3.183803346015344,570.0134497670608,0.9524533771343549
form,BKO,20260509_KPC_fixed_dishes_on_SLIM,20260509,4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c2-b10::4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,457,0.25,20x0.75NA,1,0,1.0,2,10,shift=0,20min,3.441412674576327,492.44958012784446,65190,99.5,3.183803346015344,570.0134497670608,0.997308099252947
form,BKO,20260509_KPC_fixed_dishes_on_SLIM,20260509,4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c2-b10::4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004,457,0.25,20x0.75NA,1,4,1.0,2,10,shift=0,20min,3.4808625672411977,493.3408356614879,65210,99.5,3.183803346015344,570.0134497670608,1.03746867578083
form,BKO,20260509_KPC_fixed_dishes_on_SLIM,20260509,4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c2-b10::4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006,457,0.25,20x0.75NA,1,6,1.0,2,10,shift=0,20min,3.4838361095354813,491.9547893026549,65192,99.5,3.183803346015344,570.0134497670608,1.0531681163230806
form,BKO,20260509_KPC_fixed_dishes_on_SLIM,20260509,4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c2-b10::4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007,457,0.25,20x0.75NA,1,7,1.0,2,10,shift=0,20min,3.488197554716288,492.4636494996597,65248,99.6,3.183803346015344,570.0134497670608,1.0543900729347775
form,BKO,20260509_KPC_fixed_dishes_on_SLIM,20260509,4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c2-b10::4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008,457,0.25,20x0.75NA,1,8,1.0,2,10,shift=0,20min,3.425673945708413,482.19996931844616,64356,98.2,3.183803346015344,570.0134497670608,1.075316276835921
form,BKO,20260509_KPC_fixed_dishes_on_SLIM,20260509,4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c2-b10::4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009,457,0.25,20x0.75NA,1,9,1.0,2,10,shift=0,20min,3.486333629739282,483.6991627819188,65287,99.6,3.183803346015344,570.0134497670608,1.1284547224178831
form,BKO,20260509_KPC_fixed_dishes_on_SLIM,20260509,4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c2-b10::4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003,457,0.25,20x0.75NA,1,3,1.0,2,10,shift=0,20min,3.5071101812120995,471.02536875091954,65153,99.4,3.183803346015344,570.0134497670608,1.2665223053831036
form,BKO,20260509_KPC_fixed_dishes_on_SLIM,20260509,4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c2-b10::4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,457,0.25,20x0.75NA,1,2,1.0,2,10,shift=0,20min,3.503613592852585,459.06642687502153,64695,98.7,3.183803346015344,570.0134497670608,1.373130509286929
form,KPCWT,20260520_KPC_fixed_dishes_SLIM,20260520,3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009,457,0.25,20x0.75NA,1,9,1.0,2,9,shift=0,10min,3.281034395800264,550.9541296647432,65434,99.8,3.2737872250605564,552.1002725844487,0.019670849127951546
form,KPCWT,20260520_KPC_fixed_dishes_SLIM,20260520,3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014,457,0.25,20x0.75NA,1,14,1.0,2,9,shift=0,10min,3.260885169860593,555.7842445631145,63048,96.2,3.2737872250605564,552.1002725844487,0.048151253152436194
form,KPCWT,20260520_KPC_fixed_dishes_SLIM,20260520,3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007,457,0.25,20x0.75NA,1,7,1.0,2,9,shift=0,10min,3.2737872250605564,542.5193998212939,61386,93.7,3.2737872250605564,552.1002725844487,0.10322754162909138
form,KPCWT,20260520_KPC_fixed_dishes_SLIM,20260520,3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015,457,0.25,20x0.75NA,1,15,1.0,2,9,shift=0,10min,3.330707449924309,552.1002725844487,61850,94.4,3.2737872250605564,552.1002725844487,0.12025960422712606
form,KPCWT,20260520_KPC_fixed_dishes_SLIM,20260520,3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,457,0.25,20x0.75NA,1,0,1.0,2,9,shift=0,10min,3.239039560452629,561.9999491378453,65345,99.7,3.2737872250605564,552.1002725844487,0.1294854783338464
form,KPCWT,20260520_KPC_fixed_dishes_SLIM,20260520,3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005,457,0.25,20x0.75NA,1,5,1.0,2,9,shift=0,10min,3.22678231230678,561.587072306048,65336,99.7,3.2737872250605564,552.1002725844487,0.1425143047252672
form,KPCWT,20260520_KPC_fixed_dishes_SLIM,20260520,3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008,457,0.25,20x0.75NA,1,8,1.0,2,9,shift=0,10min,3.201787266342821,554.3651990245068,65034,99.2,3.2737872250605564,552.1002725844487,0.15406462301733853
form,KPCWT,20260520_KPC_fixed_dishes_SLIM,20260520,3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012,457,0.25,20x0.75NA,1,12,1.0,2,9,shift=0,10min,3.1983168394849506,551.9678441717199,64668,98.7,3.2737872250605564,552.1002725844487,0.1594582959858661
form,KPCWT,20260520_KPC_fixed_dishes_SLIM,20260520,3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013,457,0.25,20x0.75NA,1,13,1.0,2,9,shift=0,10min,3.2089179348902395,562.1373416944343,63663,97.1,3.2737872250605564,552.1002725844487,0.17458151557743753
form,KPCWT,20260520_KPC_fixed_dishes_SLIM,20260520,3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004,457,0.25,20x0.75NA,1,4,1.0,2,9,shift=0,10min,3.2213286181917304,568.2481951767548,65423,99.8,3.2737872250605564,552.1002725844487,0.2062865351390494
form,KPCWT,20260520_KPC_fixed_dishes_SLIM,20260520,3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003,457,0.25,20x0.75NA,1,3,1.0,2,9,shift=0,10min,3.229786611443749,569.5388541029192,64859,99.0,3.2737872250605564,552.1002725844487,0.2096294751246722
form,KPCWT,20260520_KPC_fixed_dishes_SLIM,20260520,3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,457,0.25,20x0.75NA,1,1,1.0,2,9,shift=0,10min,3.183413915011079,562.3882220164908,65448,99.9,3.2737872250605564,552.1002725844487,0.2207810712694511
form,KPCWT,20260520_KPC_fixed_dishes_SLIM,20260520,3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,457,0.25,20x0.75NA,1,2,1.0,2,9,shift=0,10min,3.1842849749259408,570.5027673817729,65390,99.8,3.2737872250605564,552.1002725844487,0.2739907382034819
form,KPCWT,20260520_KPC_fixed_dishes_SLIM,20260520,3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010,457,0.25,20x0.75NA,1,10,1.0,2,9,shift=0,10min,3.1541038841256244,569.1555482078646,65447,99.9,3.2737872250605564,552.1002725844487,0.31258219908729395
form,KPCWT,20260520_KPC_fixed_dishes_SLIM,20260520,3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006,457,0.25,20x0.75NA,1,6,1.0,2,9,shift=0,10min,3.122366700673502,565.8828801251522,65284,99.6,3.2737872250605564,552.1002725844487,0.3527023574216507
form,KPCWT,20260520_KPC_fixed_dishes_SLIM,20260520,3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011,457,0.25,20x0.75NA,1,11,1.0,2,9,shift=0,10min,3.138637004729392,579.4712807006571,65465,99.9,3.2737872250605564,552.1002725844487,0.41049096423024783
form,KPCWT,20260509_KPC_fixed_dishes_on_SLIM,20260509,3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c2-b10::3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0003,457,0.25,20x0.75NA,1,3,1.0,2,10,shift=0,20min,3.434078259666298,523.3657743539985,63930,97.5,3.2737872250605564,552.1002725844487,0.458845232440827
form,KPCWT,20260509_KPC_fixed_dishes_on_SLIM,20260509,3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c2-b10::3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0008,457,0.25,20x0.75NA,1,8,1.0,2,10,shift=0,20min,3.357007138477377,508.56061947777727,65101,99.3,3.2737872250605564,552.1002725844487,0.5009784327532824
form,KPCWT,20260509_KPC_fixed_dishes_on_SLIM,20260509,3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c2-b10::3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0004,457,0.25,20x0.75NA,1,4,1.0,2,10,shift=0,20min,3.3894910542496595,510.77462979130695,64685,98.7,3.2737872250605564,552.1002725844487,0.5079488296668937
form,KPCWT,20260509_KPC_fixed_dishes_on_SLIM,20260509,3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c2-b10::3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0007,457,0.25,20x0.75NA,1,7,1.0,2,10,shift=0,20min,3.537343023672231,534.8717099048973,64794,98.9,3.2737872250605564,552.1002725844487,0.5869593051842514
form,KPCWT,20260509_KPC_fixed_dishes_on_SLIM,20260509,3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c2-b10::3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0002,457,0.25,20x0.75NA,1,2,1.0,2,10,shift=0,20min,3.441905192895124,508.2545228515336,65097,99.3,3.2737872250605564,552.1002725844487,0.5910447183484161
form,KPCWT,20260509_KPC_fixed_dishes_on_SLIM,20260509,3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c2-b10::3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0006,457,0.25,20x0.75NA,1,6,1.0,2,10,shift=0,20min,3.461310014849035,509.6592291349792,65183,99.5,3.2737872250605564,552.1002725844487,0.6050361662366687
form,KPCWT,20260509_KPC_fixed_dishes_on_SLIM,20260509,3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c2-b10::3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0009,457,0.25,20x0.75NA,1,9,1.0,2,10,shift=0,20min,3.3971535880424013,497.86134572844327,62635,95.6,3.2737872250605564,552.1002725844487,0.6398795231175796
form,KPCWT,20260509_KPC_fixed_dishes_on_SLIM,20260509,3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c2-b10::3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0011,457,0.25,20x0.75NA,1,11,1.0,2,10,shift=0,20min,3.462846633782415,493.1646633739045,62903,96.0,3.2737872250605564,552.1002725844487,0.750178078769167
form,KPCWT,20260509_KPC_fixed_dishes_on_SLIM,20260509,3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c2-b10::3_KPCWTform20min_740nm_3006mW_u1_poc0p25_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0010,457,0.25,20x0.75NA,1,10,1.0,2,10,shift=0,20min,3.3923328246983377,485.7501737015742,58988,90.0,3.2737872250605564,552.1002725844487,0.7574834617486119
